region_code,region_name,month_key,vacancy_wte_total,vacancy_wte_nursing,vacancy_pressure_index,nursing_pressure_index
Y63,North East and Yorkshire,201712,1724.7100000000003,506.95,0.608785994273508,0.6190414311239834
Y60,Midlands,201802,2162.4700000000003,605.04,0.7818003747632424,0.7190034913927306
Y58,South West,201804,1187.0000000000002,449.67,0.7270216077620429,0.8904784041609919
Y59,South East,201808,2700.06,856.04,0.9950561243713896,1.0066111625727472
Y58,South West,201811,1572.3200000000002,543.07,0.9630249488765082,1.0754377809231435
Y61,East of England,201901,1244.18,315.15,0.9057906521222392,0.8227704070688026
Y56,London,201901,2691.2900000000004,833.11,1.031752094118928,1.0626842457665395
Y62,North West,201903,2527.33,792.69,1.0515004651980382,1.097652037698945
Y59,South East,201910,2924.39,949.63,1.0777287095658792,1.116662957705198
Y59,South East,202007,2514.23,853.63,0.9265719871329818,1.003777261234258
Y61,East of England,202010,1119.54,337.08,0.8150499659831629,0.8800236357758273
Y56,London,202010,2410.7200000000003,732.95,0.9241907814967476,0.9349238611162813
Y60,Midlands,202102,2540.8,859.52,0.9185784737815766,1.021416569023337
Y60,Midlands,202104,3007.9600000000005,908.52,1.0874713893246346,1.079646059764848
Y61,East of England,202106,1864.24,575.74,1.357208093131511,1.5030995848509994
Y56,London,202106,2893.07,884.16,1.1091079114226436,1.1278017341490842
Y63,North East and Yorkshire,202108,3795.7200000000003,1170.18,1.3398085325555251,1.4289178456902316
Y60,Midlands,202110,3752.5099999999998,1214.71,1.3566494445253872,1.4435090754820572
Y63,North East and Yorkshire,202201,3752.3300000000004,1057.08,1.3244927842317331,1.2908103679111163
Y61,East of England,202303,1934.1400000000003,535.59,1.4080968444242055,1.3982789221703318
Y56,London,202303,3808.3899999999994,1190.39,1.46001150293041,1.5184173750381476
Y60,Midlands,202305,4296.27,1318.74,1.553235650013214,1.5671338493971467
Y60,Midlands,202306,3717.05,1076.91,1.3438295481619214,1.2797534872334815
Y63,North East and Yorkshire,202402,3552.77,966.21,1.2540523432200723,1.1798481530058271
Y60,Midlands,202404,3055.3399999999997,916.38,1.1046007375959548,1.088986545422568
Y61,East of England,202405,1470.57,367.08,1.0706075964019686,0.9583454260727148
Y56,London,202405,2976.13,912.78,1.1409503843399131,1.1643083456575745
Y63,North East and Yorkshire,202412,2464.17,648.26,0.8697996669057118,0.7915964062342115
Y60,Midlands,202501,3083.23,860.96,1.1146838427729733,1.023127803036965
Y58,South West,202502,1171.6100000000001,327.33,0.7175954388122048,0.6482093447061567
Y63,North East and Yorkshire,202507,2555.98,576.48,0.9022066467076788,0.7039451705579524
Y59,South East,202601,1824.66,535.49,0.672443985650504,0.629678766700248
Y61,East of England,201604,1113.89,395.76,0.8109366405925518,1.0332210575965393
Y56,London,201604,2609.37,782.42,1.0003466597174986,0.9980259600444789
Y58,South West,201608,1422.8600000000001,486.18,0.8714826999328562,0.9627789057197301
Y59,South East,201612,1824.9199999999998,604.72,0.672539803740597,0.711085816353198
Y62,North West,201701,1855.4900000000002,551.41,0.7719801522437941,0.7635473010982543
Y60,Midlands,201703,2301.0299999999997,739.7,0.8318941378800461,0.8790276388060341
Y60,Midlands,201704,1458.19,414.87,0.5271811809995108,0.49301364946797266
Y59,South East,201706,2458.72,845.6,0.9061148248981218,0.9943348430815324
Y63,North East and Yorkshire,201801,2069.47,621.46,0.730478950994194,0.758870673214934
Y63,North East and Yorkshire,201806,2157.3599999999997,666.39,0.7615022540635208,0.8137351203998645
Y58,South West,201807,1545.77,468.31,0.9467634293431617,0.9273910677888988
Y62,North West,201808,2490.87,882.84,1.0363312126820943,1.2224843570148944
Y58,South West,201810,1524.49,496.82,0.9337297142520276,0.9838492244429559
Y61,East of England,201902,1073.22,299.32,0.7813279780020813,0.7814426090554784
Y56,London,201902,2472.13,748.42,0.9477333562842448,0.954656819887642
Y59,South East,201903,2410.02,806.76,0.8881673595614676,0.9486631717176645
Y61,East of England,201905,1183.45,284.64,0.8615778643396165,0.7431171463368681
Y56,London,201905,2716.68,828.78,1.0414857852743513,1.0571610582112716
Y60,Midlands,201909,2452.47,843.92,0.8866444228570147,1.0028782005423662
Y62,North West,201910,2621.16,932.44,1.090538615597682,1.291166365202039
Y61,East of England,201911,962.0600000000002,234.45,0.7004010310250298,0.6120847911701753
Y56,London,201911,2683.84,833.54,1.0288960090812003,1.063232737833229
Y58,South West,202002,1548.78,471.3,0.9486070140435524,0.9333121441970234
Y60,Midlands,202003,2105.27,696.9,0.7611207901047464,0.8281659611787551
Y60,Midlands,202004,1137.21,442.49,0.4111368963197209,0.5258360685349223
Y61,East of England,202005,650.4599999999999,168.73,0.473549315677339,0.4405078558931273
Y56,London,202005,1391.41,461.67,0.5334208432677331,0.5888891451825549
Y62,North West,202007,2223.78,838.72,0.9252079089387193,1.1613906029581036
Y60,Midlands,202008,2272.32,785.12,0.8215145771187627,0.933002811652553
Y63,North East and Yorkshire,202105,4051.3500000000004,1312.28,1.4300404925465595,1.6024374972588638
Y58,South West,202107,2202.6,667.66,1.3490630103257586,1.32216249988242
Y58,South West,202109,2232.4,710.43,1.3673151113462378,1.406859636329071
Y58,South West,202111,2450.49,827.99,1.5008923164320203,1.6396628947033596
Y61,East of England,202112,1862.0500000000002,531.0,1.3556137245287785,1.3862956882549078
Y56,London,202112,2298.33,657.42,0.8811041509745718,0.838580591820814
Y61,East of England,202202,1954.9899999999998,545.37,1.42327610714885,1.4238118258071168
Y56,London,202202,2884.06,856.61,1.1056537736790293,1.0926599749925885
Y61,East of England,202205,2336.4700000000003,613.92,1.7010020133453747,1.6027771166355047
Y56,London,202205,3482.7799999999997,952.01,1.3351833352613502,1.2143486800208896
Y60,Midlands,202209,4133.629999999999,1323.7,1.4944362155926234,1.5730280998885322
Y63,North East and Yorkshire,202210,4328.98,1212.32,1.5280379852207793,1.4803753975347225
Y61,East of England,202304,1710.8599999999997,476.88,1.2455440491647944,1.245003178559323
Y56,London,202304,2786.4400000000005,828.44,1.0682294755068187,1.0567273668097035
Y58,South West,202307,1946.68,566.3,1.1923154367297502,1.1214399899401108
Y58,South West,202401,1602.35,514.0,0.9814179218176152,1.0178706601257586
Y63,North East and Yorkshire,202407,3159.05,769.42,1.1150775464917146,0.9395460261079304
Y58,South West,202408,1397.6799999999998,364.05,0.8560602870571625,0.7209257078186428
Y58,South West,202504,1355.6100000000001,304.38,0.8302929753144928,0.6027616177608529
Y60,Midlands,202505,2520.6,713.12,0.9112755435350448,0.8474411109711492
Y63,North East and Yorkshire,202508,2257.15,563.88,0.7967260043569345,0.6885591916011279
Y63,North East and Yorkshire,202512,2278.85,554.54,0.8043856434126221,0.6771540294220214
Y62,North West,202601,2071.57,510.25,0.8618806482296733,0.7065523120461803
Y58,South West,202603,1738.25,505.02,1.0646548523103379,1.000087627970254
Y61,East of England,201607,1073.71,283.36,0.7816847088766653,0.7397754166175343
Y56,London,201607,2706.51,848.75,1.0375869416725139,1.0826340502386844
Y58,South West,201609,1429.69,488.76,0.8756659834888922,0.9678880619514897
Y61,East of England,201610,1144.38,294.93,0.8331340372579917,0.7699815204087005
Y56,London,201610,2577.36,794.08,0.9880750782332487,1.0128990239923823
Y62,North West,201702,1784.33,532.25,0.7423738985675853,0.7370161060001558
Y58,South West,201708,1592.4499999999998,548.62,0.9753543043645029,1.0864284077007658
Y61,East of England,201709,1068.7799999999997,289.78,0.7780955594650345,0.7565362797410681
Y56,London,201709,2321.49,737.5,0.8899829334542727,0.9407276725196226
Y60,Midlands,201711,2269.16,659.39,0.8203721385257408,0.7835906918376515
Y58,South West,201802,1298.75,437.48,0.7954669865888401,0.8663386311124841
Y60,Midlands,201804,1835.1600000000003,601.23,0.6634675975854055,0.7144758513983397
Y61,East of England,201805,1424.6299999999999,474.78,1.0371622568542378,1.2395206532385408
Y56,London,201805,2855.52,803.35,1.094712476098258,1.0247234924998494
Y63,North East and Yorkshire,201809,1961.9299999999998,660.35,0.6925196153237491,0.8063596193761169
Y60,Midlands,201811,2223.7900000000004,738.88,0.8039694679670705,0.8780531861038292
Y59,South East,201812,1908.7200000000003,652.07,0.7034227112398092,0.7667643343521462
Y61,East of England,201908,1003.79,227.69,0.7307813971401103,0.5944362810899434
Y56,London,201908,2480.4900000000002,614.33,0.9509383054004064,0.7836165844867523
Y62,North West,202006,1912.93,668.15,0.7958781737609585,0.9251992695613039
Y59,South East,202009,2599.14,904.2,0.9578639641706679,1.0632421536356689
Y63,North East and Yorkshire,202012,2497.1499999999996,747.91,0.8814409063553236,0.9132799620316371
Y59,South East,202101,2459.17,805.82,0.906280663900206,0.9475578326063865
Y58,South West,202102,1666.61,550.81,1.0207763114678163,1.0907652496184221
Y61,East of England,202103,1408.98,423.86,1.0257687095333412,1.1065824678412906
Y56,London,202103,2589.4700000000003,793.9,0.992717654046253,1.0126694226621402
Y58,South West,202104,1707.5699999999997,506.39,1.045863763071804,1.0028006295351806
Y58,South West,202110,2539.73,773.21,1.55555062163563,1.531182437968556
Y59,South East,202203,4263.3,1180.8,1.5711587057445189,1.3884940665925656
Y63,North East and Yorkshire,202206,4205.72,1080.17,1.48452982346944,1.3190057849042178
Y59,South East,202211,4018.7400000000002,1141.78,1.4810307360785606,1.3426107345478147
Y62,North West,202212,2743.1,723.63,1.14127198509286,1.002023419041602
Y62,North West,202301,3238.77,1001.17,1.3474964336550628,1.386338026950072
Y58,South West,202305,1990.8000000000002,589.22,1.2193383460258425,1.1668283080920223
