org_code,month_key,month_start,fy,is_winter,winter_label,total_incomplete,within_18wk,over_52wk,over_65wk,over_78wk,over_104wk,pct_within_18wk,waiting_per_10k_catchment
NVM,202310,2023-10-01,2023-24,false,,2788.0,2427.0,4.0,0.0,0.0,0.0,0.8705164992826399,
NWF01,202310,2023-10-01,2023-24,false,,1027.0,733.0,20.0,7.0,1.0,0.0,0.7137293086660176,
Q1S8W,202310,2023-10-01,2023-24,false,,250.0,237.0,0.0,0.0,0.0,0.0,0.948,
R1A,202310,2023-10-01,2023-24,false,,55.0,55.0,0.0,0.0,0.0,0.0,1.0,
RKL,202310,2023-10-01,2023-24,false,,1972.0,1888.0,0.0,0.0,0.0,0.0,0.9574036511156186,
L6O7H,202311,2023-11-01,2023-24,false,,1102.0,1093.0,1.0,0.0,0.0,0.0,0.9918330308529946,
NFH,202311,2023-11-01,2023-24,false,,1103.0,681.0,21.0,3.0,1.0,0.0,0.6174070716228468,
NPG15,202311,2023-11-01,2023-24,false,,117.0,115.0,0.0,0.0,0.0,0.0,0.9829059829059829,
NPG19,202311,2023-11-01,2023-24,false,,253.0,248.0,0.0,0.0,0.0,0.0,0.9802371541501976,
NQA,202311,2023-11-01,2023-24,false,,2750.0,816.0,494.0,87.0,0.0,0.0,0.29672727272727273,
NRP,202311,2023-11-01,2023-24,false,,636.0,620.0,,,,,0.9748427672955975,
NT302,202311,2023-11-01,2023-24,false,,884.0,509.0,4.0,1.0,1.0,0.0,0.5757918552036199,
NT313,202311,2023-11-01,2023-24,false,,1898.0,1101.0,15.0,1.0,0.0,0.0,0.5800842992623815,
NT314,202311,2023-11-01,2023-24,false,,2272.0,1568.0,18.0,1.0,0.0,0.0,0.6901408450704225,
NT320,202311,2023-11-01,2023-24,false,,1110.0,729.0,15.0,2.0,0.0,0.0,0.6567567567567567,
NT333,202311,2023-11-01,2023-24,false,,1303.0,1072.0,13.0,0.0,0.0,0.0,0.8227168073676132,
NT345,202311,2023-11-01,2023-24,false,,360.0,219.0,1.0,0.0,0.0,0.0,0.6083333333333333,
NT490,202311,2023-11-01,2023-24,false,,1192.0,1019.0,1.0,0.0,0.0,0.0,0.8548657718120806,
NVC08,202311,2023-11-01,2023-24,false,,1992.0,927.0,122.0,34.0,2.0,1.0,0.46536144578313254,
NVC11,202311,2023-11-01,2023-24,false,,2063.0,1176.0,38.0,7.0,1.0,0.0,0.5700436257876879,
NVC13,202311,2023-11-01,2023-24,false,,896.0,448.0,29.0,8.0,0.0,0.0,0.5,
NVC18,202311,2023-11-01,2023-24,false,,4857.0,3614.0,64.0,7.0,0.0,0.0,0.7440807082561252,
NVC1H,202311,2023-11-01,2023-24,false,,3063.0,1901.0,162.0,21.0,3.0,0.0,0.6206333659810643,
NVC44,202311,2023-11-01,2023-24,false,,1515.0,1258.0,2.0,1.0,0.0,0.0,0.8303630363036304,
P5Y6K,202311,2023-11-01,2023-24,false,,174.0,171.0,0.0,0.0,0.0,0.0,0.9827586206896551,
RKL,202311,2023-11-01,2023-24,false,,1872.0,1840.0,0.0,0.0,0.0,0.0,0.9829059829059829,
RP1,202311,2023-11-01,2023-24,false,,637.0,287.0,,,,,0.45054945054945056,
RRE,202311,2023-11-01,2023-24,false,,7598.0,6912.0,0.0,0.0,0.0,0.0,0.9097130823901026,
RV3,202311,2023-11-01,2023-24,false,,894.0,579.0,2.0,,,,0.6476510067114094,
RXM,202311,2023-11-01,2023-24,false,,2438.0,543.0,646.0,276.0,15.0,0.0,0.22272354388843313,
A4M8P,202312,2023-12-01,2023-24,true,2023-24,3965.0,2592.0,156.0,50.0,6.0,0.0,0.6537200504413619,
ACG07,202312,2023-12-01,2023-24,true,2023-24,152.0,127.0,0.0,0.0,0.0,0.0,0.8355263157894737,
ACG30,202312,2023-12-01,2023-24,true,2023-24,72.0,71.0,0.0,0.0,0.0,0.0,0.9861111111111112,
ACM,202312,2023-12-01,2023-24,true,2023-24,1.0,1.0,,,,,1.0,
B5M7B,202312,2023-12-01,2023-24,true,2023-24,590.0,578.0,1.0,0.0,0.0,0.0,0.9796610169491525,
L0D9W,202312,2023-12-01,2023-24,true,2023-24,872.0,828.0,0.0,0.0,0.0,0.0,0.9495412844036697,
N6Z0R,202312,2023-12-01,2023-24,true,2023-24,23.0,23.0,0.0,0.0,0.0,0.0,1.0,
NPG15,202312,2023-12-01,2023-24,true,2023-24,99.0,98.0,0.0,0.0,0.0,0.0,0.98989898989899,
NPG20,202312,2023-12-01,2023-24,true,2023-24,484.0,473.0,0.0,0.0,0.0,0.0,0.9772727272727273,
NQM01,202312,2023-12-01,2023-24,true,2023-24,170.0,159.0,,,,,0.9352941176470588,
NR3,202312,2023-12-01,2023-24,true,2023-24,951.0,762.0,0.0,0.0,0.0,0.0,0.8012618296529969,
NT239,202312,2023-12-01,2023-24,true,2023-24,449.0,179.0,120.0,91.0,19.0,0.0,0.3986636971046771,
NT308,202312,2023-12-01,2023-24,true,2023-24,664.0,435.0,41.0,9.0,0.0,0.0,0.6551204819277109,
NT343,202312,2023-12-01,2023-24,true,2023-24,260.0,205.0,1.0,0.0,0.0,0.0,0.7884615384615384,
NT347,202312,2023-12-01,2023-24,true,2023-24,2827.0,1941.0,24.0,2.0,2.0,0.0,0.6865935620799434,
NT403,202312,2023-12-01,2023-24,true,2023-24,2137.0,1825.0,0.0,0.0,0.0,0.0,0.8540009358914366,
NT404,202312,2023-12-01,2023-24,true,2023-24,3692.0,2179.0,46.0,22.0,4.0,1.0,0.5901950162513543,
NT410,202312,2023-12-01,2023-24,true,2023-24,510.0,371.0,0.0,0.0,0.0,0.0,0.7274509803921568,
NT416,202312,2023-12-01,2023-24,true,2023-24,688.0,356.0,61.0,13.0,0.0,0.0,0.5174418604651163,
NT424,202312,2023-12-01,2023-24,true,2023-24,1319.0,1036.0,2.0,1.0,0.0,0.0,0.7854435178165277,
NTP13,202312,2023-12-01,2023-24,true,2023-24,1328.0,914.0,39.0,9.0,4.0,0.0,0.6882530120481928,
NVC25,202312,2023-12-01,2023-24,true,2023-24,1567.0,962.0,48.0,18.0,7.0,0.0,0.6139119336311423,
NVC40,202312,2023-12-01,2023-24,true,2023-24,5639.0,2641.0,328.0,50.0,0.0,0.0,0.46834545132115624,
P0C3F,202312,2023-12-01,2023-24,true,2023-24,84.0,82.0,0.0,0.0,0.0,0.0,0.9761904761904762,
ACG31,202401,2024-01-01,2023-24,true,2023-24,711.0,709.0,0.0,0.0,0.0,0.0,0.9971870604781997,
ACG38,202401,2024-01-01,2023-24,true,2023-24,289.0,256.0,4.0,0.0,0.0,0.0,0.8858131487889274,
ACM,202401,2024-01-01,2023-24,true,2023-24,3.0,3.0,,,,,1.0,
B3M1X,202401,2024-01-01,2023-24,true,2023-24,1932.0,1314.0,19.0,7.0,1.0,0.0,0.6801242236024845,
DFQ,202401,2024-01-01,2023-24,true,2023-24,1049.0,868.0,,,,,0.8274547187797903,
E1U4T,202401,2024-01-01,2023-24,true,2023-24,332.0,331.0,0.0,0.0,0.0,0.0,0.9969879518072289,
J7V1N,202401,2024-01-01,2023-24,true,2023-24,127.0,125.0,0.0,0.0,0.0,0.0,0.984251968503937,
NPG02,202401,2024-01-01,2023-24,true,2023-24,94.0,90.0,0.0,0.0,0.0,0.0,0.9574468085106383,
NPG08,202401,2024-01-01,2023-24,true,2023-24,360.0,360.0,0.0,0.0,0.0,0.0,1.0,
NT204,202401,2024-01-01,2023-24,true,2023-24,830.0,599.0,32.0,9.0,1.0,0.0,0.7216867469879518,
NT210,202401,2024-01-01,2023-24,true,2023-24,351.0,285.0,1.0,0.0,0.0,0.0,0.811965811965812,
NT226,202401,2024-01-01,2023-24,true,2023-24,252.0,185.0,9.0,2.0,2.0,0.0,0.7341269841269841,
NT327,202401,2024-01-01,2023-24,true,2023-24,862.0,422.0,27.0,6.0,0.0,0.0,0.4895591647331787,
NT333,202401,2024-01-01,2023-24,true,2023-24,1446.0,1206.0,8.0,4.0,0.0,0.0,0.8340248962655602,
NT457,202401,2024-01-01,2023-24,true,2023-24,1844.0,1479.0,0.0,0.0,0.0,0.0,0.8020607375271149,
NTE02,202401,2024-01-01,2023-24,true,2023-24,1761.0,1241.0,37.0,9.0,5.0,5.0,0.7047132311186826,
NTP16,202401,2024-01-01,2023-24,true,2023-24,1190.0,792.0,59.0,13.0,2.0,0.0,0.6655462184873949,
NVC12,202401,2024-01-01,2023-24,true,2023-24,8201.0,4038.0,317.0,79.0,26.0,2.0,0.4923789781733935,
NVC40,202401,2024-01-01,2023-24,true,2023-24,5459.0,2531.0,261.0,39.0,0.0,0.0,0.46363802894302986,
R0F4N,202401,2024-01-01,2023-24,true,2023-24,688.0,473.0,78.0,64.0,36.0,25.0,0.6875,
R1A,202401,2024-01-01,2023-24,true,2023-24,33.0,33.0,0.0,0.0,0.0,0.0,1.0,
R1D,202401,2024-01-01,2023-24,true,2023-24,15451.0,8302.0,55.0,1.0,0.0,0.0,0.5373115008737298,
T8V3L,202401,2024-01-01,2023-24,true,2023-24,183.0,181.0,0.0,0.0,0.0,0.0,0.9890710382513661,
AAH,202402,2024-02-01,2023-24,true,2023-24,343.0,321.0,1.0,,,,0.9358600583090378,
E1U4T,202402,2024-02-01,2023-24,true,2023-24,284.0,276.0,0.0,0.0,0.0,0.0,0.971830985915493,
G3O5P,202402,2024-02-01,2023-24,true,2023-24,195.0,195.0,0.0,0.0,0.0,0.0,1.0,
J2H6H,202402,2024-02-01,2023-24,true,2023-24,74.0,74.0,0.0,0.0,0.0,0.0,1.0,
NPG23,202402,2024-02-01,2023-24,true,2023-24,114.0,114.0,0.0,0.0,0.0,0.0,1.0,
NQX01,202402,2024-02-01,2023-24,true,2023-24,91.0,91.0,0.0,0.0,0.0,0.0,1.0,
NT209,202402,2024-02-01,2023-24,true,2023-24,529.0,262.0,21.0,10.0,1.0,1.0,0.4952741020793951,
NT211,202402,2024-02-01,2023-24,true,2023-24,93.0,24.0,19.0,3.0,0.0,0.0,0.25806451612903225,
NT229,202402,2024-02-01,2023-24,true,2023-24,326.0,226.0,4.0,,,,0.6932515337423313,
NT316,202402,2024-02-01,2023-24,true,2023-24,732.0,717.0,0.0,0.0,0.0,0.0,0.9795081967213115,
NT451,202402,2024-02-01,2023-24,true,2023-24,1240.0,1009.0,0.0,0.0,0.0,0.0,0.8137096774193548,
NVC01,202402,2024-02-01,2023-24,true,2023-24,879.0,612.0,9.0,5.0,0.0,0.0,0.6962457337883959,
NVG01,202402,2024-02-01,2023-24,true,2023-24,2406.0,1693.0,7.0,,,,0.7036575228595179,
ACG24,202403,2024-03-01,2023-24,false,,638.0,635.0,0.0,0.0,0.0,0.0,0.9952978056426333,
E1U4T,202403,2024-03-01,2023-24,false,,289.0,281.0,0.0,0.0,0.0,0.0,0.972318339100346,
M7C9Q,202403,2024-03-01,2023-24,false,,169.0,167.0,0.0,0.0,0.0,0.0,0.9881656804733728,
NLX,202403,2024-03-01,2023-24,false,,4198.0,4168.0,,,,,0.9928537398761315,
NN4,202403,2024-03-01,2023-24,false,,861.0,687.0,5.0,0.0,0.0,0.0,0.7979094076655052,
NR5,202403,2024-03-01,2023-24,false,,72.0,71.0,,,,,0.9861111111111112,
NRP,202403,2024-03-01,2023-24,false,,500.0,477.0,,,,,0.954,
NT206,202403,2024-03-01,2023-24,false,,411.0,260.0,7.0,,,,0.6326034063260341,
NT345,202403,2024-03-01,2023-24,false,,323.0,278.0,4.0,0.0,0.0,0.0,0.8606811145510835,
NT348,202403,2024-03-01,2023-24,false,,1049.0,873.0,1.0,0.0,0.0,0.0,0.8322211630123928,
NT423,202403,2024-03-01,2023-24,false,,1349.0,1062.0,2.0,0.0,0.0,0.0,0.787249814677539,
NVC0R,202403,2024-03-01,2023-24,false,,3323.0,2764.0,0.0,0.0,0.0,0.0,0.8317785133915137,
NWF01,202403,2024-03-01,2023-24,false,,1239.0,772.0,51.0,16.0,10.0,0.0,0.6230831315577078,
NYR,202403,2024-03-01,2023-24,false,,388.0,228.0,0.0,0.0,0.0,0.0,0.5876288659793815,
O1P6X,202403,2024-03-01,2023-24,false,,119.0,118.0,0.0,0.0,0.0,0.0,0.9915966386554622,
P0C3F,202403,2024-03-01,2023-24,false,,94.0,94.0,0.0,0.0,0.0,0.0,1.0,
P1B7M,202403,2024-03-01,2023-24,false,,90.0,89.0,0.0,0.0,0.0,0.0,0.9888888888888889,
RX4,202403,2024-03-01,2023-24,false,,209.0,209.0,,,,,1.0,
ACG37,202404,2024-04-01,2024-25,false,,1692.0,1648.0,6.0,0.0,0.0,0.0,0.9739952718676123,
F9Z4V,202404,2024-04-01,2024-25,false,,1312.0,962.0,7.0,0.0,0.0,0.0,0.7332317073170732,
N6Z0R,202404,2024-04-01,2024-25,false,,13.0,13.0,0.0,0.0,0.0,0.0,1.0,
NFH,202404,2024-04-01,2024-25,false,,805.0,660.0,4.0,0.0,0.0,0.0,0.8198757763975155,
NN4,202404,2024-04-01,2024-25,false,,964.0,805.0,2.0,0.0,0.0,0.0,0.8350622406639004,
NPG16,202404,2024-04-01,2024-25,false,,905.0,888.0,0.0,0.0,0.0,0.0,0.9812154696132597,
NPG20,202404,2024-04-01,2024-25,false,,202.0,201.0,0.0,0.0,0.0,0.0,0.995049504950495,
NT202,202404,2024-04-01,2024-25,false,,316.0,192.0,2.0,0.0,0.0,0.0,0.6075949367088608,
NT206,202404,2024-04-01,2024-25,false,,399.0,256.0,5.0,2.0,,,0.6416040100250626,
NT304,202404,2024-04-01,2024-25,false,,981.0,776.0,5.0,1.0,0.0,0.0,0.7910295616717635,
NT317,202404,2024-04-01,2024-25,false,,475.0,208.0,2.0,0.0,0.0,0.0,0.4378947368421053,
NT319,202404,2024-04-01,2024-25,false,,1575.0,994.0,10.0,0.0,0.0,0.0,0.6311111111111111,
NT416,202404,2024-04-01,2024-25,false,,875.0,626.0,36.0,14.0,1.0,0.0,0.7154285714285714,
NT424,202404,2024-04-01,2024-25,false,,1545.0,1250.0,3.0,0.0,0.0,0.0,0.8090614886731392,
NT441,202404,2024-04-01,2024-25,false,,2822.0,1900.0,9.0,1.0,0.0,0.0,0.6732813607370659,
NTP13,202404,2024-04-01,2024-25,false,,1497.0,1106.0,23.0,3.0,0.0,0.0,0.738810955243821,
NTP16,202404,2024-04-01,2024-25,false,,1425.0,1094.0,53.0,9.0,1.0,0.0,0.767719298245614,
NVC1H,202404,2024-04-01,2024-25,false,,3192.0,1887.0,153.0,17.0,1.0,0.0,0.5911654135338346,
NVC21,202404,2024-04-01,2024-25,false,,982.0,536.0,55.0,6.0,0.0,0.0,0.5458248472505092,
NVC22,202404,2024-04-01,2024-25,false,,893.0,698.0,1.0,0.0,0.0,0.0,0.7816349384098544,
NVC28,202404,2024-04-01,2024-25,false,,1739.0,1193.0,9.0,4.0,0.0,0.0,0.6860264519838988,
NYR,202404,2024-04-01,2024-25,false,,475.0,319.0,0.0,0.0,0.0,0.0,0.671578947368421,
A4Q9X,202405,2024-05-01,2024-25,false,,229.0,225.0,0.0,0.0,0.0,0.0,0.982532751091703,
ACG40,202405,2024-05-01,2024-25,false,,596.0,522.0,1.0,0.0,0.0,0.0,0.8758389261744967,
NAM01,202405,2024-05-01,2024-25,false,,1017.0,964.0,1.0,,,,0.9478859390363815,
NMG,202405,2024-05-01,2024-25,false,,16673.0,14599.0,8.0,3.0,1.0,0.0,0.8756072692376897,
NPG02,202405,2024-05-01,2024-25,false,,135.0,135.0,0.0,0.0,0.0,0.0,1.0,
NT242,202405,2024-05-01,2024-25,false,,561.0,445.0,7.0,,,,0.7932263814616756,
NT314,202405,2024-05-01,2024-25,false,,1816.0,1184.0,16.0,0.0,0.0,0.0,0.6519823788546255,
NT3X3,202405,2024-05-01,2024-25,false,,733.0,459.0,4.0,3.0,0.0,0.0,0.626193724420191,
NT434,202405,2024-05-01,2024-25,false,,682.0,337.0,60.0,11.0,1.0,0.0,0.4941348973607038,
NT448,202405,2024-05-01,2024-25,false,,890.0,815.0,0.0,0.0,0.0,0.0,0.9157303370786517,
NT449,202405,2024-05-01,2024-25,false,,359.0,315.0,0.0,0.0,0.0,0.0,0.8774373259052924,
NVG01,202405,2024-05-01,2024-25,false,,2388.0,1635.0,6.0,,,,0.6846733668341709,
NWV01,202405,2024-05-01,2024-25,false,,258.0,257.0,0.0,0.0,0.0,0.0,0.9961240310077519,
NYR,202405,2024-05-01,2024-25,false,,620.0,456.0,0.0,0.0,0.0,0.0,0.7354838709677419,
Q1S8W,202405,2024-05-01,2024-25,false,,116.0,113.0,0.0,0.0,0.0,0.0,0.9741379310344828,
DX1,202406,2024-06-01,2024-25,false,,207.0,201.0,0.0,0.0,0.0,0.0,0.9710144927536232,
H4J9P,202406,2024-06-01,2024-25,false,,345.0,325.0,0.0,0.0,0.0,0.0,0.9420289855072463,
I9A4A,202406,2024-06-01,2024-25,false,,217.0,216.0,0.0,0.0,0.0,0.0,0.9953917050691244,
L0D9W,202406,2024-06-01,2024-25,false,,876.0,844.0,0.0,0.0,0.0,0.0,0.9634703196347032,
M3R0W,202406,2024-06-01,2024-25,false,,72.0,72.0,0.0,0.0,0.0,0.0,1.0,
NCN,202406,2024-06-01,2024-25,false,,1802.0,1778.0,3.0,1.0,1.0,,0.9866814650388457,
NPG06,202406,2024-06-01,2024-25,false,,182.0,182.0,0.0,0.0,0.0,0.0,1.0,
NQH,202406,2024-06-01,2024-25,false,,967.0,964.0,0.0,0.0,0.0,0.0,0.9968976215098242,
NQT5K,202406,2024-06-01,2024-25,false,,902.0,872.0,,,,,0.9667405764966741,
NT202,202406,2024-06-01,2024-25,false,,343.0,243.0,2.0,1.0,1.0,0.0,0.7084548104956269,
NT312,202406,2024-06-01,2024-25,false,,1048.0,987.0,0.0,0.0,0.0,0.0,0.941793893129771,
NT347,202406,2024-06-01,2024-25,false,,2584.0,2161.0,4.0,1.0,0.0,0.0,0.8363003095975232,
NT3X3,202406,2024-06-01,2024-25,false,,776.0,570.0,62.0,3.0,0.0,0.0,0.7345360824742269,
NT417,202406,2024-06-01,2024-25,false,,1269.0,814.0,5.0,1.0,0.0,0.0,0.6414499605988968,
RA9,202406,2024-06-01,2024-25,false,,34181.0,20820.0,1560.0,362.0,16.0,0.0,0.6091103244492554,1409.6943552012406
RFR,202406,2024-06-01,2024-25,false,,31704.0,19424.0,757.0,1.0,0.0,0.0,0.6126671713348474,1459.6752287073145
RK9,202406,2024-06-01,2024-25,false,,48674.0,28697.0,2509.0,623.0,63.0,1.0,0.5895755434112668,1007.1927559263673
RKB,202406,2024-06-01,2024-25,false,,74770.0,40654.0,3011.0,537.0,0.0,0.0,0.5437207436137488,1368.894942759796
RKE,202406,2024-06-01,2024-25,false,,19193.0,13244.0,512.0,89.0,0.0,0.0,0.6900432449330485,975.3680562260834
NT445,202406,2024-06-01,2024-25,false,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,
NT449,202406,2024-06-01,2024-25,false,,379.0,338.0,0.0,0.0,0.0,0.0,0.8918205804749341,
NTP13,202406,2024-06-01,2024-25,false,,1701.0,1304.0,20.0,4.0,0.0,0.0,0.7666078777189889,
NWF01,202406,2024-06-01,2024-25,false,,1291.0,886.0,64.0,32.0,3.0,0.0,0.686289697908598,
R1L,202406,2024-06-01,2024-25,false,,1210.0,920.0,0.0,0.0,0.0,0.0,0.7603305785123967,
T4I8V,202406,2024-06-01,2024-25,false,,14.0,14.0,0.0,0.0,0.0,0.0,1.0,
B3M1X,202407,2024-07-01,2024-25,false,,1470.0,1203.0,3.0,0.0,0.0,0.0,0.8183673469387756,
F0R0W,202407,2024-07-01,2024-25,false,,18.0,18.0,0.0,0.0,0.0,0.0,1.0,
G5X2Q,202407,2024-07-01,2024-25,false,,98.0,98.0,0.0,0.0,0.0,0.0,1.0,
NLX,202407,2024-07-01,2024-25,false,,5120.0,5086.0,,,,,0.993359375,
NPG14,202407,2024-07-01,2024-25,false,,97.0,97.0,0.0,0.0,0.0,0.0,1.0,
NRP,202407,2024-07-01,2024-25,false,,429.0,394.0,2.0,,,,0.9184149184149184,
NT304,202407,2024-07-01,2024-25,false,,624.0,542.0,5.0,3.0,0.0,0.0,0.8685897435897436,
NT305,202407,2024-07-01,2024-25,false,,314.0,203.0,0.0,0.0,0.0,0.0,0.6464968152866242,
NT317,202407,2024-07-01,2024-25,false,,263.0,145.0,1.0,0.0,0.0,0.0,0.5513307984790875,
NT422,202407,2024-07-01,2024-25,false,,4991.0,3196.0,65.0,13.0,4.0,0.0,0.6403526347425366,
NT429,202407,2024-07-01,2024-25,false,,1197.0,823.0,8.0,0.0,0.0,0.0,0.6875522138680034,
RAJ,202407,2024-07-01,2024-25,false,,163119.0,87930.0,8848.0,1907.0,22.0,0.0,0.5390543100435878,1497.6367455764725
RC9,202407,2024-07-01,2024-25,false,,102227.0,54170.0,5418.0,1008.0,45.0,0.0,0.5298991460181752,1626.52864448256
REF,202407,2024-07-01,2024-25,false,,42697.0,29041.0,1254.0,276.0,8.0,,0.6801648827786495,1010.015707202604
RGP,202407,2024-07-01,2024-25,false,,30562.0,15552.0,2582.0,648.0,8.0,0.0,0.5088672207316275,1501.6337059329321
RGR,202407,2024-07-01,2024-25,false,,34703.0,19918.0,2099.0,510.0,52.0,0.0,0.5739561421202778,1371.9854510951213
RM3,202407,2024-07-01,2024-25,false,,145041.0,75943.0,6869.0,742.0,0.0,0.0,0.5235967760840038,1876.5744213698226
RNN,202407,2024-07-01,2024-25,false,,39149.0,23635.0,1118.0,189.0,26.0,0.0,0.6037191243709928,1525.735509039678
RXG,202407,2024-07-01,2024-25,false,,3363.0,3352.0,,,,,0.9967291109128754,
V4U1Y,202407,2024-07-01,2024-25,false,,87.0,87.0,0.0,0.0,0.0,0.0,1.0,
Z5J5V,202407,2024-07-01,2024-25,false,,153.0,153.0,0.0,0.0,0.0,0.0,1.0,
AHP,202408,2024-08-01,2024-25,false,,1993.0,1249.0,1.0,0.0,0.0,0.0,0.6266934269944807,
DFQ,202408,2024-08-01,2024-25,false,,794.0,641.0,,,,,0.8073047858942065,
DX1,202408,2024-08-01,2024-25,false,,275.0,270.0,0.0,0.0,0.0,0.0,0.9818181818181818,
M3R0W,202408,2024-08-01,2024-25,false,,63.0,63.0,0.0,0.0,0.0,0.0,1.0,
NDJ,202408,2024-08-01,2024-25,false,,819.0,806.0,0.0,0.0,0.0,0.0,0.9841269841269841,
NR5,202408,2024-08-01,2024-25,false,,83.0,80.0,,,,,0.963855421686747,
NT237,202408,2024-08-01,2024-25,false,,1062.0,921.0,1.0,0.0,0.0,0.0,0.867231638418079,
NT301,202408,2024-08-01,2024-25,false,,841.0,554.0,3.0,0.0,0.0,0.0,0.6587395957193817,
NT318,202408,2024-08-01,2024-25,false,,243.0,243.0,0.0,0.0,0.0,0.0,1.0,
NT324,202408,2024-08-01,2024-25,false,,1096.0,861.0,3.0,0.0,0.0,0.0,0.7855839416058394,
NT327,202408,2024-08-01,2024-25,false,,622.0,545.0,2.0,1.0,1.0,0.0,0.8762057877813505,
NT350,202408,2024-08-01,2024-25,false,,1252.0,1050.0,0.0,0.0,0.0,0.0,0.8386581469648562,
NT411,202408,2024-08-01,2024-25,false,,2134.0,2125.0,0.0,0.0,0.0,0.0,0.9957825679475164,
R0B,202408,2024-08-01,2024-25,false,,61293.0,44593.0,605.0,67.0,2.0,0.0,0.727538218067316,1426.324154637712
RAS,202408,2024-08-01,2024-25,false,,30062.0,16653.0,506.0,9.0,,,0.5539551593373694,1253.9783842858512
RBQ,202408,2024-08-01,2024-25,false,,6269.0,4484.0,92.0,32.0,7.0,,0.7152655925985005,1072.595684979554
RET,202408,2024-08-01,2024-25,false,,20786.0,11581.0,540.0,1.0,,,0.5571538535552776,5886.050858016651
RHM,202408,2024-08-01,2024-25,false,,59649.0,37719.0,1206.0,43.0,9.0,,0.632349243071971,940.1241961921573
RJ2,202408,2024-08-01,2024-25,false,,70371.0,38864.0,3323.0,627.0,47.0,0.0,0.5522729533472596,1376.277590678135
RWX,202408,2024-08-01,2024-25,false,,157.0,157.0,,,,,1.0,
Y8L9S,202408,2024-08-01,2024-25,false,,265.0,263.0,0.0,0.0,0.0,0.0,0.9924528301886792,
ACG19,202409,2024-09-01,2024-25,false,,678.0,672.0,0.0,0.0,0.0,0.0,0.9911504424778761,
ADP02,202409,2024-09-01,2024-25,false,,1563.0,1410.0,0.0,0.0,0.0,0.0,0.9021113243761996,
E3D4A,202409,2024-09-01,2024-25,false,,103.0,101.0,0.0,0.0,0.0,0.0,0.9805825242718447,
K9J3O,202409,2024-09-01,2024-25,false,,101.0,101.0,0.0,0.0,0.0,0.0,1.0,
M3R0W,202409,2024-09-01,2024-25,false,,84.0,84.0,0.0,0.0,0.0,0.0,1.0,
NPG08,202409,2024-09-01,2024-25,false,,156.0,156.0,0.0,0.0,0.0,0.0,1.0,
NQH,202409,2024-09-01,2024-25,false,,893.0,886.0,0.0,0.0,0.0,0.0,0.9921612541993281,
NT202,202409,2024-09-01,2024-25,false,,369.0,241.0,15.0,7.0,7.0,,0.6531165311653117,
NT213,202409,2024-09-01,2024-25,false,,1364.0,680.0,17.0,2.0,0.0,0.0,0.49853372434017595,
NT420,202409,2024-09-01,2024-25,false,,752.0,588.0,5.0,0.0,0.0,0.0,0.7819148936170213,
NT421,202409,2024-09-01,2024-25,false,,1178.0,798.0,1.0,1.0,0.0,0.0,0.6774193548387096,
NT435,202409,2024-09-01,2024-25,false,,185.0,71.0,8.0,1.0,0.0,0.0,0.3837837837837838,
NT451,202409,2024-09-01,2024-25,false,,1460.0,1027.0,0.0,0.0,0.0,0.0,0.7034246575342465,
R0A,202409,2024-09-01,2024-25,false,,195516.0,94411.0,9853.0,262.0,14.0,0.0,0.4828811964238221,1668.1327400784087
R0D,202409,2024-09-01,2024-25,false,,68039.0,41772.0,2226.0,65.0,0.0,0.0,0.6139420038507327,1324.2621470334068
R1H,202409,2024-09-01,2024-25,false,,126782.0,70522.0,4872.0,583.0,72.0,0.0,0.5562461548169298,1205.737768060341
RDU,202409,2024-09-01,2024-25,false,,85657.0,42959.0,3707.0,183.0,15.0,0.0,0.501523518218009,1258.4588261220892
REF,202409,2024-09-01,2024-25,false,,42711.0,28995.0,912.0,55.0,3.0,,0.6788649294092857,1010.3468831611218
RHW,202409,2024-09-01,2024-25,false,,34392.0,28265.0,20.0,4.0,,,0.8218481042102814,711.5782504344947
RL4,202409,2024-09-01,2024-25,false,,89023.0,47048.0,1544.0,16.0,2.0,0.0,0.5284926367343271,1882.4153819152962
RM1,202409,2024-09-01,2024-25,false,,84945.0,43888.0,5741.0,1074.0,168.0,0.0,0.5166637235858497,1403.3908049774982
RRE,202409,2024-09-01,2024-25,false,,5052.0,4820.0,3.0,0.0,0.0,0.0,0.9540775930324624,
RYW,202409,2024-09-01,2024-25,false,,16267.0,10424.0,119.0,,,,0.6408065408495728,
T8V3L,202409,2024-09-01,2024-25,false,,76.0,73.0,0.0,0.0,0.0,0.0,0.9605263157894737,
AAV,202410,2024-10-01,2024-25,false,,4831.0,4634.0,0.0,0.0,0.0,0.0,0.9592216932312151,
ACG30,202410,2024-10-01,2024-25,false,,134.0,129.0,0.0,0.0,0.0,0.0,0.9626865671641791,
D5P5H,202410,2024-10-01,2024-25,false,,128.0,127.0,0.0,0.0,0.0,0.0,0.9921875,
DX1,202410,2024-10-01,2024-25,false,,408.0,331.0,4.0,3.0,3.0,1.0,0.8112745098039216,
J2H6H,202410,2024-10-01,2024-25,false,,155.0,154.0,0.0,0.0,0.0,0.0,0.9935483870967742,
NL3,202410,2024-10-01,2024-25,false,,189.0,147.0,3.0,1.0,0.0,0.0,0.7777777777777778,
NLE01,202410,2024-10-01,2024-25,false,,531.0,526.0,0.0,,,,0.9905838041431262,
