org_code,month_key,month_start,fy,is_winter,winter_label,total_incomplete,within_18wk,over_52wk,over_65wk,over_78wk,over_104wk,pct_within_18wk,waiting_per_10k_catchment
RJ2,202603,2026-03-01,2025-26,false,,55317.0,35899.0,839.0,44.0,1.0,0.0,0.648968671475315,1081.8596791795258
RN5,202603,2026-03-01,2025-26,false,,48518.0,31279.0,1248.0,45.0,,,0.6446885691908157,1036.4060093519631
RN7,202603,2026-03-01,2025-26,false,,29571.0,18131.0,349.0,0.0,0.0,0.0,0.6131344898718339,960.9054367146399
RP4,202603,2026-03-01,2025-26,false,,8547.0,6322.0,197.0,52.0,15.0,2.0,0.7396747396747396,994.4732096107977
RQW,202603,2026-03-01,2025-26,false,,39762.0,25493.0,569.0,53.0,8.0,3.0,0.6411397817011216,1663.98834931954
S3H9L,202603,2026-03-01,2025-26,false,,914.0,427.0,41.0,4.0,1.0,0.0,0.4671772428884026,
U0K8N,202603,2026-03-01,2025-26,false,,69.0,63.0,,,,,0.9130434782608695,
Z5J5V,202603,2026-03-01,2025-26,false,,296.0,271.0,1.0,0.0,0.0,0.0,0.9155405405405406,
ACG37,202604,2026-04-01,2026-27,false,,1218.0,1152.0,0.0,0.0,0.0,0.0,0.9458128078817734,
B5M7B,202604,2026-04-01,2026-27,false,,1675.0,1487.0,0.0,0.0,0.0,0.0,0.8877611940298508,
M2Y6D,202604,2026-04-01,2026-27,false,,1494.0,1185.0,4.0,0.0,0.0,0.0,0.7931726907630522,
NCN,202604,2026-04-01,2026-27,false,,2326.0,2181.0,41.0,37.0,34.0,22.0,0.9376612209802235,
NFH,202604,2026-04-01,2026-27,false,,1576.0,1292.0,2.0,1.0,0.0,0.0,0.8197969543147208,
NLG,202604,2026-04-01,2026-27,false,,4440.0,3111.0,27.0,2.0,,,0.7006756756756757,
NPG14,202604,2026-04-01,2026-27,false,,290.0,269.0,0.0,0.0,0.0,0.0,0.9275862068965517,
NT211,202604,2026-04-01,2026-27,false,,47.0,18.0,5.0,2.0,0.0,0.0,0.3829787234042553,
NT347,202604,2026-04-01,2026-27,false,,3362.0,2804.0,0.0,0.0,0.0,0.0,0.8340273646638905,
RAX,202604,2026-04-01,2026-27,false,,41149.0,26930.0,262.0,2.0,0.0,0.0,0.6544508979562079,1219.6307526327178
RBD,202604,2026-04-01,2026-27,false,,21967.0,13253.0,296.0,1.0,0.0,0.0,0.603314062002094,1111.2628746028856
RCX,202604,2026-04-01,2026-27,false,,25153.0,14832.0,349.0,4.0,0.0,0.0,0.5896712121814496,1221.1972617371462
RD1,202604,2026-04-01,2026-27,false,,39237.0,27572.0,183.0,0.0,0.0,0.0,0.7027040803323393,951.3591364373677
RFS,202604,2026-04-01,2026-27,false,,27428.0,16872.0,668.0,16.0,,,0.6151378153711535,1089.7229605438285
RHM,202604,2026-04-01,2026-27,false,,61236.0,39375.0,1199.0,110.0,,,0.6430041152263375,965.1368049426302
RKE,202604,2026-04-01,2026-27,false,,22422.0,15857.0,95.0,0.0,0.0,0.0,0.7072072072072072,1139.4624371750763
RPA,202604,2026-04-01,2026-27,false,,34091.0,21000.0,368.0,0.0,0.0,0.0,0.6159983573377138,1073.0090584613836
RW1,202604,2026-04-01,2026-27,false,,4400.0,3921.0,,,,,0.8911363636363636,
S8O6A,202604,2026-04-01,2026-27,false,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,
U0K8N,202604,2026-04-01,2026-27,false,,56.0,49.0,,,,,0.875,
X0R3Y,202604,2026-04-01,2026-27,false,,11.0,7.0,1.0,0.0,0.0,0.0,0.6363636363636364,
X7M7U,202604,2026-04-01,2026-27,false,,11.0,11.0,0.0,0.0,0.0,0.0,1.0,
Y8L9S,202604,2026-04-01,2026-27,false,,621.0,559.0,0.0,0.0,0.0,0.0,0.9001610305958132,
ACG37,202605,2026-05-01,2026-27,false,,1212.0,1167.0,0.0,0.0,0.0,0.0,0.9628712871287128,
ACM,202605,2026-05-01,2026-27,false,,3.0,3.0,,,,,1.0,
AWR,202605,2026-05-01,2026-27,false,,687.0,516.0,3.0,,,,0.7510917030567685,
AY1,202605,2026-05-01,2026-27,false,,256.0,207.0,0.0,0.0,0.0,0.0,0.80859375,
G4H0I,202605,2026-05-01,2026-27,false,,641.0,598.0,0.0,0.0,0.0,0.0,0.9329173166926678,
NCR,202605,2026-05-01,2026-27,false,,1335.0,1179.0,1.0,,,,0.8831460674157303,
NT202,202605,2026-05-01,2026-27,false,,463.0,317.0,,,,,0.6846652267818575,
NT30A,202605,2026-05-01,2026-27,false,,644.0,512.0,1.0,0.0,0.0,0.0,0.7950310559006211,
NT436,202605,2026-05-01,2026-27,false,,1032.0,750.0,6.0,0.0,0.0,0.0,0.7267441860465116,
NT447,202605,2026-05-01,2026-27,false,,349.0,287.0,0.0,0.0,0.0,0.0,0.8223495702005731,
NT449,202605,2026-05-01,2026-27,false,,296.0,267.0,1.0,0.0,0.0,0.0,0.902027027027027,
NT450,202605,2026-05-01,2026-27,false,,1164.0,724.0,0.0,0.0,0.0,0.0,0.6219931271477663,
R0B,202605,2026-05-01,2026-27,false,,58858.0,45150.0,0.0,0.0,0.0,0.0,0.7671004791192362,1369.660272684751
RAX,202605,2026-05-01,2026-27,false,,40333.0,26918.0,199.0,3.0,1.0,1.0,0.6673939454045075,1195.445020436351
RDU,202605,2026-05-01,2026-27,false,,66704.0,41418.0,801.0,11.0,0.0,0.0,0.6209222835212281,980.004407551605
RLQ,202605,2026-05-01,2026-27,false,,27140.0,17581.0,618.0,263.0,138.0,5.0,0.6477892409727339,1555.2295596763472
RM3,202605,2026-05-01,2026-27,false,,134640.0,78605.0,3703.0,97.0,1.0,0.0,0.5838161021984551,1742.0038478308404
RN7,202605,2026-05-01,2026-27,false,,31405.0,19340.0,671.0,0.0,0.0,0.0,0.6158255054927559,1020.5010057158455
NVC08,202603,2026-03-01,2025-26,false,,2312.0,1354.0,20.0,2.0,0.0,0.0,0.5856401384083045,
NVC22,202603,2026-03-01,2025-26,false,,1115.0,831.0,0.0,0.0,0.0,0.0,0.7452914798206278,
NX507,202603,2026-03-01,2025-26,false,,179.0,160.0,0.0,0.0,0.0,0.0,0.8938547486033519,
RTX,202603,2026-03-01,2025-26,false,,33941.0,24278.0,545.0,4.0,1.0,,0.715300079549807,1155.4855006842834
RVR,202603,2026-03-01,2025-26,false,,58229.0,38735.0,456.0,18.0,,,0.6652183619845782,1613.197249511018
NVC12,202604,2026-04-01,2026-27,false,,3653.0,2357.0,0.0,0.0,0.0,0.0,0.6452231042978374,
NVC14,202604,2026-04-01,2026-27,false,,722.0,544.0,0.0,0.0,0.0,0.0,0.7534626038781164,
NVC18,202604,2026-04-01,2026-27,false,,4671.0,3269.0,103.0,58.0,9.0,0.0,0.6998501391564975,
NXM01,202604,2026-04-01,2026-27,false,,1242.0,640.0,7.0,3.0,1.0,1.0,0.5152979066022544,
NXP,202604,2026-04-01,2026-27,false,,1121.0,1071.0,0.0,0.0,0.0,0.0,0.9553969669937555,
NYG,202604,2026-04-01,2026-27,false,,13907.0,11135.0,27.0,0.0,0.0,0.0,0.8006759186021428,
Q4W9A,202604,2026-04-01,2026-27,false,,43.0,38.0,0.0,0.0,0.0,0.0,0.8837209302325582,
R1D,202604,2026-04-01,2026-27,false,,7963.0,6415.0,0.0,0.0,0.0,0.0,0.805600904181841,
RRJ,202604,2026-04-01,2026-27,false,,12688.0,8337.0,110.0,0.0,0.0,0.0,0.657077553593947,1857.5234972037595
RTH,202604,2026-04-01,2026-27,false,,90210.0,55998.0,1599.0,47.0,2.0,0.0,0.6207515796474892,1057.829415186026
RWG,202604,2026-04-01,2026-27,false,,45988.0,31440.0,479.0,0.0,0.0,0.0,0.683656606071149,1195.825998320206
NTPAE,202605,2026-05-01,2026-27,false,,1590.0,1436.0,0.0,0.0,0.0,0.0,0.9031446540880503,
NVC25,202605,2026-05-01,2026-27,false,,2092.0,1431.0,4.0,4.0,1.0,1.0,0.6840344168260039,
O9Q4E,202605,2026-05-01,2026-27,false,,347.0,291.0,4.0,1.0,1.0,0.0,0.8386167146974063,
RRJ,202605,2026-05-01,2026-27,false,,13010.0,8768.0,107.0,0.0,0.0,0.0,0.6739431206764027,1904.6643047462887
RRK,202605,2026-05-01,2026-27,false,,92998.0,63804.0,246.0,9.0,0.0,0.0,0.6860792705219467,825.6001931768448
RRV,202605,2026-05-01,2026-27,false,,77649.0,49599.0,1229.0,23.0,0.0,0.0,0.6387590310242244,1365.7566195637262
RTK,202605,2026-05-01,2026-27,false,,52856.0,33141.0,740.0,76.0,23.0,6.0,0.6270054487664598,1622.7932823677504
RWJ,202605,2026-05-01,2026-27,false,,34649.0,21398.0,177.0,3.0,0.0,0.0,0.6175647204825536,1181.402516988479
RWX,202605,2026-05-01,2026-27,false,,115.0,115.0,,,,,1.0,
S4E3I,202605,2026-05-01,2026-27,false,,638.0,610.0,0.0,0.0,0.0,0.0,0.9561128526645768,
T8R5I,202605,2026-05-01,2026-27,false,,242.0,218.0,1.0,0.0,0.0,0.0,0.9008264462809917,
X0R3Y,202605,2026-05-01,2026-27,false,,23.0,20.0,1.0,0.0,0.0,0.0,0.8695652173913043,
NT448,202309,2023-09-01,2023-24,false,,879.0,803.0,0.0,0.0,0.0,0.0,0.9135381114903299,
NV1,202309,2023-09-01,2023-24,false,,2655.0,2626.0,1.0,0.0,0.0,0.0,0.9890772128060263,
NVC0Y,202309,2023-09-01,2023-24,false,,408.0,291.0,1.0,0.0,0.0,0.0,0.7132352941176471,
NVC11,202309,2023-09-01,2023-24,false,,2310.0,1195.0,48.0,10.0,0.0,0.0,0.5173160173160173,
NVC15,202309,2023-09-01,2023-24,false,,1793.0,1075.0,53.0,10.0,0.0,0.0,0.5995538204127161,
NVC16,202309,2023-09-01,2023-24,false,,3543.0,2898.0,0.0,0.0,0.0,0.0,0.8179508890770534,
NVC21,202309,2023-09-01,2023-24,false,,960.0,592.0,15.0,2.0,0.0,0.0,0.6166666666666667,
NVC25,202309,2023-09-01,2023-24,false,,1526.0,1050.0,14.0,7.0,0.0,0.0,0.6880733944954128,
RAT,202309,2023-09-01,2023-24,false,,2682.0,2156.0,38.0,24.0,11.0,2.0,0.8038777032065623,
T8V3L,202309,2023-09-01,2023-24,false,,153.0,146.0,0.0,0.0,0.0,0.0,0.954248366013072,
ACG31,202310,2023-10-01,2023-24,false,,688.0,688.0,0.0,0.0,0.0,0.0,1.0,
AQK,202310,2023-10-01,2023-24,false,,165.0,149.0,,,,,0.9030303030303031,
DXV,202310,2023-10-01,2023-24,false,,9684.0,5881.0,770.0,264.0,28.0,3.0,0.6072903758777365,
I2C7H,202310,2023-10-01,2023-24,false,,234.0,228.0,0.0,0.0,0.0,0.0,0.9743589743589743,
L4R3R,202310,2023-10-01,2023-24,false,,78.0,78.0,0.0,0.0,0.0,0.0,1.0,
M7C9Q,202310,2023-10-01,2023-24,false,,246.0,239.0,0.0,0.0,0.0,0.0,0.9715447154471545,
NEQ,202310,2023-10-01,2023-24,false,,749.0,749.0,0.0,0.0,0.0,0.0,1.0,
NPG02,202310,2023-10-01,2023-24,false,,181.0,178.0,0.0,0.0,0.0,0.0,0.9834254143646409,
NPG06,202310,2023-10-01,2023-24,false,,586.0,579.0,0.0,0.0,0.0,0.0,0.9880546075085325,
NT204,202310,2023-10-01,2023-24,false,,1133.0,735.0,6.0,0.0,0.0,0.0,0.6487202118270079,
NT206,202310,2023-10-01,2023-24,false,,876.0,321.0,39.0,10.0,6.0,,0.3664383561643836,
NT226,202310,2023-10-01,2023-24,false,,239.0,162.0,0.0,0.0,0.0,0.0,0.6778242677824268,
NT237,202310,2023-10-01,2023-24,false,,1538.0,1392.0,0.0,0.0,0.0,0.0,0.9050715214564369,
NT30A,202310,2023-10-01,2023-24,false,,685.0,485.0,5.0,0.0,0.0,0.0,0.708029197080292,
NT344,202310,2023-10-01,2023-24,false,,366.0,284.0,7.0,3.0,1.0,0.0,0.7759562841530054,
NT3X3,202310,2023-10-01,2023-24,false,,449.0,401.0,10.0,1.0,0.0,0.0,0.8930957683741648,
NT422,202310,2023-10-01,2023-24,false,,5871.0,3668.0,273.0,85.0,28.0,0.0,0.6247657979901209,
NT424,202310,2023-10-01,2023-24,false,,1419.0,1181.0,9.0,1.0,0.0,0.0,0.8322762508809021,
NTPAE,202310,2023-10-01,2023-24,false,,687.0,616.0,0.0,0.0,0.0,0.0,0.8966521106259098,
NVC09,202310,2023-10-01,2023-24,false,,3582.0,2350.0,56.0,15.0,0.0,0.0,0.6560580681183696,
R7W2O,202310,2023-10-01,2023-24,false,,187.0,187.0,0.0,0.0,0.0,0.0,1.0,
RP1,202310,2023-10-01,2023-24,false,,596.0,273.0,,,,,0.45805369127516776,
RWX,202310,2023-10-01,2023-24,false,,293.0,293.0,,,,,1.0,
RX4,202310,2023-10-01,2023-24,false,,222.0,222.0,,,,,1.0,
ACG24,202311,2023-11-01,2023-24,false,,507.0,505.0,0.0,0.0,0.0,0.0,0.9960552268244576,
ACG37,202311,2023-11-01,2023-24,false,,2235.0,2157.0,0.0,0.0,0.0,0.0,0.9651006711409396,
D5P5H,202311,2023-11-01,2023-24,false,,250.0,248.0,0.0,0.0,0.0,0.0,0.992,
NPG11,202311,2023-11-01,2023-24,false,,218.0,214.0,0.0,0.0,0.0,0.0,0.981651376146789,
NT441,202311,2023-11-01,2023-24,false,,2262.0,1560.0,0.0,0.0,0.0,0.0,0.6896551724137931,
NT446,202311,2023-11-01,2023-24,false,,424.0,328.0,19.0,9.0,4.0,1.0,0.7735849056603774,
NVC07,202311,2023-11-01,2023-24,false,,6218.0,3614.0,426.0,55.0,1.0,0.0,0.5812158250241235,
NWX,202311,2023-11-01,2023-24,false,,15378.0,9386.0,519.0,175.0,30.0,0.0,0.6103524515541683,
RX4,202311,2023-11-01,2023-24,false,,200.0,200.0,,,,,1.0,
ACG24,202312,2023-12-01,2023-24,true,2023-24,402.0,398.0,0.0,0.0,0.0,0.0,0.9900497512437811,
C3Y0A,202312,2023-12-01,2023-24,true,2023-24,99.0,97.0,0.0,0.0,0.0,0.0,0.9797979797979798,
D5P5H,202312,2023-12-01,2023-24,true,2023-24,183.0,179.0,0.0,0.0,0.0,0.0,0.9781420765027322,
E1U4T,202312,2023-12-01,2023-24,true,2023-24,352.0,349.0,0.0,0.0,0.0,0.0,0.9914772727272727,
M5E1S,202312,2023-12-01,2023-24,true,2023-24,241.0,238.0,0.0,0.0,0.0,0.0,0.9875518672199171,
M7C9Q,202312,2023-12-01,2023-24,true,2023-24,193.0,189.0,0.0,0.0,0.0,0.0,0.9792746113989638,
NDL01,202312,2023-12-01,2023-24,true,2023-24,68.0,67.0,0.0,0.0,0.0,0.0,0.9852941176470589,
NL8,202312,2023-12-01,2023-24,true,2023-24,2244.0,1992.0,0.0,0.0,0.0,0.0,0.8877005347593583,
NT318,202312,2023-12-01,2023-24,true,2023-24,131.0,131.0,0.0,0.0,0.0,0.0,1.0,
NT327,202312,2023-12-01,2023-24,true,2023-24,824.0,417.0,15.0,3.0,0.0,0.0,0.5060679611650486,
NT402,202312,2023-12-01,2023-24,true,2023-24,612.0,380.0,0.0,0.0,0.0,0.0,0.6209150326797386,
NT420,202312,2023-12-01,2023-24,true,2023-24,2208.0,1306.0,29.0,2.0,1.0,0.0,0.5914855072463768,
NT440,202312,2023-12-01,2023-24,true,2023-24,419.0,342.0,1.0,0.0,0.0,0.0,0.8162291169451074,
NTP11,202312,2023-12-01,2023-24,true,2023-24,9563.0,6075.0,17.0,0.0,0.0,0.0,0.635260901390777,
NVC19,202312,2023-12-01,2023-24,true,2023-24,4311.0,3088.0,40.0,6.0,1.0,0.0,0.7163071213175597,
NVC44,202312,2023-12-01,2023-24,true,2023-24,1342.0,1117.0,3.0,0.0,0.0,0.0,0.8323397913561847,
NWV01,202312,2023-12-01,2023-24,true,2023-24,455.0,455.0,0.0,0.0,0.0,0.0,1.0,
RJ8,202312,2023-12-01,2023-24,true,2023-24,740.0,647.0,0.0,,,,0.8743243243243243,
AAV,202401,2024-01-01,2023-24,true,2023-24,2703.0,2672.0,0.0,0.0,0.0,0.0,0.9885312615612283,
ACG19,202401,2024-01-01,2023-24,true,2023-24,559.0,537.0,0.0,0.0,0.0,0.0,0.960644007155635,
ACG20,202401,2024-01-01,2023-24,true,2023-24,363.0,328.0,0.0,0.0,0.0,0.0,0.9035812672176309,
AQK,202401,2024-01-01,2023-24,true,2023-24,109.0,90.0,,,,,0.8256880733944955,
C3Y0A,202401,2024-01-01,2023-24,true,2023-24,48.0,47.0,0.0,0.0,0.0,0.0,0.9791666666666666,
L4R3R,202401,2024-01-01,2023-24,true,2023-24,211.0,209.0,0.0,0.0,0.0,0.0,0.990521327014218,
NL3,202401,2024-01-01,2023-24,true,2023-24,163.0,131.0,3.0,0.0,0.0,0.0,0.803680981595092,
NLE01,202401,2024-01-01,2023-24,true,2023-24,709.0,695.0,0.0,,,,0.9802538787023978,
NNE,202401,2024-01-01,2023-24,true,2023-24,5242.0,4710.0,0.0,0.0,0.0,0.0,0.8985120183136207,
NT215,202401,2024-01-01,2023-24,true,2023-24,70.0,61.0,2.0,,,,0.8714285714285714,
NT242,202401,2024-01-01,2023-24,true,2023-24,453.0,382.0,1.0,0.0,0.0,0.0,0.8432671081677704,
NT304,202401,2024-01-01,2023-24,true,2023-24,472.0,406.0,2.0,0.0,0.0,0.0,0.8601694915254238,
NT321,202401,2024-01-01,2023-24,true,2023-24,1575.0,1138.0,6.0,0.0,0.0,0.0,0.7225396825396826,
NT324,202401,2024-01-01,2023-24,true,2023-24,1190.0,901.0,3.0,0.0,0.0,0.0,0.7571428571428571,
NT408,202401,2024-01-01,2023-24,true,2023-24,1072.0,673.0,8.0,1.0,1.0,0.0,0.6277985074626866,
NT436,202401,2024-01-01,2023-24,true,2023-24,1181.0,943.0,4.0,0.0,0.0,0.0,0.7984758679085521,
NTPAE,202401,2024-01-01,2023-24,true,2023-24,650.0,615.0,0.0,0.0,0.0,0.0,0.9461538461538461,
NVC0I,202401,2024-01-01,2023-24,true,2023-24,1510.0,1017.0,7.0,2.0,0.0,0.0,0.6735099337748345,
NWX,202401,2024-01-01,2023-24,true,2023-24,15380.0,9240.0,469.0,165.0,27.0,0.0,0.6007802340702211,
P0C3F,202401,2024-01-01,2023-24,true,2023-24,74.0,74.0,0.0,0.0,0.0,0.0,1.0,
R7W2O,202401,2024-01-01,2023-24,true,2023-24,183.0,183.0,0.0,0.0,0.0,0.0,1.0,
RV3,202401,2024-01-01,2023-24,true,2023-24,1137.0,712.0,1.0,1.0,,,0.6262093227792436,
RY3,202401,2024-01-01,2023-24,true,2023-24,4697.0,2539.0,96.0,7.0,3.0,0.0,0.5405578028528848,
Z9Z1G,202401,2024-01-01,2023-24,true,2023-24,131.0,129.0,0.0,0.0,0.0,0.0,0.9847328244274809,
NPG14,202402,2024-02-01,2023-24,true,2023-24,101.0,100.0,0.0,0.0,0.0,0.0,0.9900990099009901,
NPG19,202402,2024-02-01,2023-24,true,2023-24,198.0,197.0,0.0,0.0,0.0,0.0,0.9949494949494949,
NT202,202402,2024-02-01,2023-24,true,2023-24,389.0,188.0,4.0,0.0,0.0,0.0,0.4832904884318766,
NT213,202402,2024-02-01,2023-24,true,2023-24,1265.0,677.0,43.0,13.0,1.0,0.0,0.5351778656126482,
NT235,202402,2024-02-01,2023-24,true,2023-24,302.0,150.0,16.0,1.0,,,0.4966887417218543,
NT305,202402,2024-02-01,2023-24,true,2023-24,254.0,153.0,1.0,0.0,0.0,0.0,0.6023622047244095,
NT325,202402,2024-02-01,2023-24,true,2023-24,529.0,484.0,1.0,0.0,0.0,0.0,0.9149338374291115,
NT402,202402,2024-02-01,2023-24,true,2023-24,534.0,354.0,0.0,0.0,0.0,0.0,0.6629213483146067,
NT408,202402,2024-02-01,2023-24,true,2023-24,982.0,648.0,6.0,1.0,0.0,0.0,0.659877800407332,
NT441,202402,2024-02-01,2023-24,true,2023-24,2497.0,1587.0,0.0,0.0,0.0,0.0,0.6355626752102523,
NT447,202402,2024-02-01,2023-24,true,2023-24,455.0,339.0,0.0,0.0,0.0,0.0,0.7450549450549451,
NTP16,202402,2024-02-01,2023-24,true,2023-24,1533.0,1093.0,64.0,15.0,1.0,0.0,0.7129810828440966,
NTX,202402,2024-02-01,2023-24,true,2023-24,3104.0,2513.0,22.0,7.0,2.0,1.0,0.8096005154639175,
NVC09,202402,2024-02-01,2023-24,true,2023-24,3743.0,2549.0,37.0,4.0,0.0,0.0,0.6810045418113813,
NVC16,202402,2024-02-01,2023-24,true,2023-24,3333.0,2876.0,0.0,0.0,0.0,0.0,0.8628862886288629,
NVC18,202402,2024-02-01,2023-24,true,2023-24,5002.0,3552.0,44.0,13.0,0.0,0.0,0.7101159536185526,
NVC21,202402,2024-02-01,2023-24,true,2023-24,930.0,495.0,29.0,5.0,0.0,0.0,0.532258064516129,
NYG,202402,2024-02-01,2023-24,true,2023-24,11190.0,10045.0,1.0,0.0,0.0,0.0,0.8976764968722073,
AAH,202403,2024-03-01,2023-24,false,,290.0,279.0,,,,,0.9620689655172414,
ACG31,202403,2024-03-01,2023-24,false,,915.0,909.0,0.0,0.0,0.0,0.0,0.9934426229508196,
ACG39,202403,2024-03-01,2023-24,false,,318.0,310.0,0.0,0.0,0.0,0.0,0.9748427672955975,
B5M7B,202403,2024-03-01,2023-24,false,,642.0,624.0,0.0,0.0,0.0,0.0,0.9719626168224299,
DFY01,202403,2024-03-01,2023-24,false,,191.0,189.0,,,,,0.9895287958115183,
NDL01,202403,2024-03-01,2023-24,false,,105.0,99.0,1.0,0.0,0.0,0.0,0.9428571428571428,
NL3,202403,2024-03-01,2023-24,false,,184.0,144.0,12.0,0.0,0.0,0.0,0.782608695652174,
NN5,202403,2024-03-01,2023-24,false,,815.0,457.0,37.0,10.0,0.0,0.0,0.5607361963190184,
NN8,202403,2024-03-01,2023-24,false,,3156.0,1584.0,159.0,28.0,8.0,0.0,0.5019011406844106,
NPG02,202403,2024-03-01,2023-24,false,,168.0,167.0,0.0,0.0,0.0,0.0,0.9940476190476191,
NT202,202403,2024-03-01,2023-24,false,,320.0,185.0,2.0,0.0,0.0,0.0,0.578125,
NT205,202403,2024-03-01,2023-24,false,,315.0,142.0,24.0,7.0,1.0,,0.4507936507936508,
NT238,202403,2024-03-01,2023-24,false,,315.0,97.0,5.0,0.0,0.0,0.0,0.30793650793650795,
NT312,202403,2024-03-01,2023-24,false,,1009.0,962.0,0.0,0.0,0.0,0.0,0.9534192269573836,
NT320,202403,2024-03-01,2023-24,false,,956.0,618.0,7.0,1.0,1.0,0.0,0.6464435146443515,
NT347,202403,2024-03-01,2023-24,false,,2551.0,2178.0,17.0,2.0,1.0,0.0,0.8537828302626421,
NT436,202403,2024-03-01,2023-24,false,,1271.0,938.0,5.0,0.0,0.0,0.0,0.7380015735641228,
NT447,202403,2024-03-01,2023-24,false,,472.0,330.0,5.0,0.0,0.0,0.0,0.6991525423728814,
NTP11,202403,2024-03-01,2023-24,false,,10217.0,6134.0,194.0,13.0,1.0,0.0,0.6003719291377116,
NTPH2,202403,2024-03-01,2023-24,false,,4771.0,3806.0,2.0,0.0,0.0,0.0,0.7977363236218822,
NVC15,202403,2024-03-01,2023-24,false,,1403.0,1037.0,19.0,9.0,0.0,0.0,0.7391304347826086,
NVC18,202403,2024-03-01,2023-24,false,,5040.0,3500.0,39.0,23.0,6.0,4.0,0.6944444444444444,
NWX,202403,2024-03-01,2023-24,false,,14687.0,8501.0,454.0,105.0,13.0,0.0,0.5788111935725472,
O5Y9D,202403,2024-03-01,2023-24,false,,115.0,115.0,0.0,0.0,0.0,0.0,1.0,
R1G7E,202403,2024-03-01,2023-24,false,,113.0,112.0,0.0,0.0,0.0,0.0,0.9911504424778761,
RDR,202403,2024-03-01,2023-24,false,,5270.0,3494.0,,,,,0.6629981024667931,
T8R5I,202403,2024-03-01,2023-24,false,,169.0,162.0,0.0,0.0,0.0,0.0,0.9585798816568047,
TAD,202403,2024-03-01,2023-24,false,,437.0,256.0,13.0,2.0,0.0,0.0,0.585812356979405,
ACG20,202404,2024-04-01,2024-25,false,,170.0,159.0,0.0,0.0,0.0,0.0,0.9352941176470588,
DFQ,202404,2024-04-01,2024-25,false,,953.0,726.0,,,,,0.7618048268625394,
DXV,202404,2024-04-01,2024-25,false,,7608.0,6329.0,43.0,6.0,0.0,0.0,0.8318874868559412,
G3Z1Q,202404,2024-04-01,2024-25,false,,3542.0,2362.0,60.0,3.0,0.0,0.0,0.6668548842461886,
M4C5R,202404,2024-04-01,2024-25,false,,729.0,704.0,1.0,0.0,0.0,0.0,0.9657064471879286,
NDL01,202404,2024-04-01,2024-25,false,,122.0,118.0,1.0,1.0,0.0,0.0,0.9672131147540983,
NL3,202404,2024-04-01,2024-25,false,,219.0,173.0,14.0,4.0,0.0,0.0,0.7899543378995434,
NT230,202404,2024-04-01,2024-25,false,,971.0,600.0,38.0,5.0,,,0.6179196704428425,
NT327,202404,2024-04-01,2024-25,false,,617.0,448.0,14.0,1.0,0.0,0.0,0.7260940032414911,
NT337,202404,2024-04-01,2024-25,false,,2958.0,2400.0,1.0,0.0,0.0,0.0,0.8113590263691683,
NT350,202404,2024-04-01,2024-25,false,,1076.0,890.0,1.0,0.0,0.0,0.0,0.8271375464684015,
NT351,202404,2024-04-01,2024-25,false,,3137.0,2970.0,0.0,0.0,0.0,0.0,0.9467644246094995,
NT406,202404,2024-04-01,2024-25,false,,1408.0,905.0,46.0,2.0,0.0,0.0,0.6427556818181818,
NT411,202404,2024-04-01,2024-25,false,,2113.0,2103.0,0.0,0.0,0.0,0.0,0.9952673923331756,
NV1,202404,2024-04-01,2024-25,false,,2026.0,2026.0,0.0,0.0,0.0,0.0,1.0,
NVC02,202404,2024-04-01,2024-25,false,,1074.0,850.0,0.0,0.0,0.0,0.0,0.7914338919925512,
NVC18,202404,2024-04-01,2024-25,false,,5279.0,3730.0,34.0,15.0,6.0,4.0,0.7065732146239818,
NVG01,202404,2024-04-01,2024-25,false,,2307.0,1615.0,3.0,,,,0.7000433463372345,
RDR,202404,2024-04-01,2024-25,false,,5546.0,3615.0,,,,,0.6518211323476379,
A4M8P,202405,2024-05-01,2024-25,false,,3825.0,2556.0,110.0,30.0,3.0,0.0,0.668235294117647,
ACG30,202405,2024-05-01,2024-25,false,,75.0,73.0,0.0,0.0,0.0,0.0,0.9733333333333334,
B9M3W,202405,2024-05-01,2024-25,false,,197.0,195.0,0.0,0.0,0.0,0.0,0.9898477157360406,
H4J9P,202405,2024-05-01,2024-25,false,,347.0,328.0,1.0,1.0,0.0,0.0,0.9452449567723343,
J3X4C,202405,2024-05-01,2024-25,false,,77.0,77.0,0.0,0.0,0.0,0.0,1.0,
M5E1S,202405,2024-05-01,2024-25,false,,228.0,222.0,0.0,0.0,0.0,0.0,0.9736842105263158,
NDJ,202405,2024-05-01,2024-25,false,,799.0,789.0,0.0,0.0,0.0,0.0,0.9874843554443054,
NLE01,202405,2024-05-01,2024-25,false,,498.0,488.0,0.0,,,,0.9799196787148594,
NPG13,202405,2024-05-01,2024-25,false,,145.0,144.0,0.0,0.0,0.0,0.0,0.993103448275862,
NQT5K,202405,2024-05-01,2024-25,false,,894.0,869.0,,,,,0.9720357941834452,
NT318,202405,2024-05-01,2024-25,false,,226.0,222.0,0.0,0.0,0.0,0.0,0.9823008849557522,
NT322,202405,2024-05-01,2024-25,false,,862.0,642.0,14.0,0.0,0.0,0.0,0.7447795823665894,
NT332,202405,2024-05-01,2024-25,false,,983.0,802.0,0.0,0.0,0.0,0.0,0.8158697863682605,
NT339,202405,2024-05-01,2024-25,false,,1426.0,1355.0,3.0,0.0,0.0,0.0,0.9502103786816269,
