org_code,month_key,month_start,fy,month_name,days_in_month,is_winter,winter_label,is_summer,methodology_break,att_type1,att_type2,att_other,att_all,over4hr_type1,over4hr_all,dta_4to12hr,dta_12hr_plus,emadm_via_ae,type1_performance,alltype_performance,att_type1_per_day,type1_meets_95,type1_meets_interim
R0A,202310,2023-10-01,2023-24,October,31,false,,false,false,23689.0,3399.0,14678.0,41766.0,11310.0,12895.0,3390.0,184.0,6316.0,0.5225632149943011,0.6912560455873198,764.1612903225806,false,false
RMP,202310,2023-10-01,2023-24,October,31,false,,false,false,8478.0,0.0,2747.0,11225.0,4009.0,4009.0,527.0,57.0,2525.0,0.5271290398678934,0.6428507795100222,273.48387096774195,false,false
RXN,202310,2023-10-01,2023-24,October,31,false,,false,false,12247.0,0.0,3879.0,16126.0,4812.0,4985.0,1218.0,321.0,3517.0,0.6070874499877521,0.6908718839141759,395.06451612903226,false,false
RJ6,202310,2023-10-01,2023-24,October,31,false,,false,false,12607.0,0.0,4409.0,17016.0,4925.0,4925.0,463.0,476.0,1396.0,0.6093440152296343,0.7105665256229431,406.6774193548387,false,false
RTR,202310,2023-10-01,2023-24,October,31,false,,false,false,10596.0,0.0,4914.0,15510.0,5061.0,5381.0,1038.0,46.0,2868.0,0.5223669309173273,0.6530625402965828,341.80645161290323,false,false
K6K0R,202310,2023-10-01,2023-24,October,31,false,,false,false,0.0,0.0,2484.0,2484.0,0.0,226.0,0.0,0.0,0.0,,0.9090177133655395,0.0,,
RY7,202311,2023-11-01,2023-24,November,30,false,,false,false,0.0,0.0,4434.0,4434.0,0.0,124.0,0.0,0.0,0.0,,0.9720342805593144,0.0,,
DD401,202311,2023-11-01,2023-24,November,30,false,,false,false,0.0,0.0,853.0,853.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
NDJ,202311,2023-11-01,2023-24,November,30,false,,false,false,0.0,0.0,1958.0,1958.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
NNF76,202311,2023-11-01,2023-24,November,30,false,,false,false,0.0,0.0,2973.0,2973.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
NNFA7,202311,2023-11-01,2023-24,November,30,false,,false,false,0.0,0.0,1388.0,1388.0,0.0,7.0,0.0,0.0,0.0,,0.9949567723342939,0.0,,
REM,202311,2023-11-01,2023-24,November,30,false,,false,false,16733.0,226.0,7769.0,24728.0,7769.0,8949.0,2040.0,1325.0,4938.0,0.535707882627144,0.6381025558071821,557.7666666666667,false,false
RK5,202311,2023-11-01,2023-24,November,30,false,,false,false,10394.0,0.0,4941.0,15335.0,4730.0,5071.0,817.0,146.0,3448.0,0.5449297671733693,0.6693185523312684,346.46666666666664,false,false
RQM,202311,2023-11-01,2023-24,November,30,false,,false,false,19190.0,0.0,5761.0,24951.0,5625.0,6068.0,836.0,27.0,2770.0,0.7068785825951016,0.7568033345356899,639.6666666666666,false,false
RN5,202311,2023-11-01,2023-24,November,30,false,,false,false,12015.0,0.0,402.0,12417.0,5083.0,5085.0,1087.0,74.0,3991.0,0.5769454848106533,0.5904807924619473,400.5,false,false
RXN,202311,2023-11-01,2023-24,November,30,false,,false,false,11675.0,0.0,3671.0,15346.0,4977.0,5173.0,1152.0,302.0,3426.0,0.5737044967880085,0.6629089013423693,389.1666666666667,false,false
RBS,202311,2023-11-01,2023-24,November,30,false,,false,false,6040.0,0.0,0.0,6040.0,1267.0,1267.0,0.0,0.0,957.0,0.7902317880794703,0.7902317880794703,201.33333333333334,false,true
RFF,202312,2023-12-01,2023-24,December,31,true,2023-24,false,false,8336.0,0.0,0.0,8336.0,3835.0,3835.0,715.0,0.0,2987.0,0.539947216890595,0.539947216890595,268.9032258064516,false,false
NNF09,202312,2023-12-01,2023-24,December,31,true,2023-24,false,false,0.0,0.0,3754.0,3754.0,0.0,575.0,0.0,0.0,0.0,,0.8468300479488545,0.0,,
NNFA7,202312,2023-12-01,2023-24,December,31,true,2023-24,false,false,0.0,0.0,1380.0,1380.0,0.0,30.0,0.0,0.0,0.0,,0.9782608695652174,0.0,,
RJ1,202312,2023-12-01,2023-24,December,31,true,2023-24,false,false,10394.0,646.0,5814.0,16854.0,4616.0,4904.0,260.0,5.0,1863.0,0.5558976332499519,0.7090304972113445,335.2903225806452,false,false
RL1,202312,2023-12-01,2023-24,December,31,true,2023-24,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RN7,202312,2023-12-01,2023-24,December,31,true,2023-24,false,false,11816.0,0.0,3576.0,15392.0,4334.0,4373.0,1014.0,2.0,3174.0,0.6332092078537577,0.7158913721413722,381.16129032258067,false,false
RC9,202312,2023-12-01,2023-24,December,31,true,2023-24,false,false,15600.0,0.0,7740.0,23340.0,6616.0,6616.0,80.0,12.0,4902.0,0.5758974358974359,0.7165381319622965,503.2258064516129,false,false
RJ7,202312,2023-12-01,2023-24,December,31,true,2023-24,false,false,8674.0,0.0,2890.0,11564.0,3072.0,3072.0,490.0,629.0,2505.0,0.645838136961033,0.7343479764787271,279.80645161290323,false,false
RAT,202312,2023-12-01,2023-24,December,31,true,2023-24,false,false,0.0,0.0,1595.0,1595.0,0.0,31.0,0.0,0.0,0.0,,0.980564263322884,0.0,,
RYY,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,0.0,0.0,10055.0,10055.0,0.0,43.0,0.0,0.0,0.0,,0.9957235206364993,0.0,,
ACH01,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,0.0,0.0,4424.0,4424.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
NTV0B,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,0.0,0.0,2351.0,2351.0,0.0,179.0,0.0,0.0,0.0,,0.9238621863037005,0.0,,
NTV0W,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,0.0,0.0,2604.0,2604.0,0.0,95.0,0.0,0.0,0.0,,0.9635176651305684,0.0,,
C83023,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,0.0,0.0,584.0,584.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RQX,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,10728.0,0.0,0.0,10728.0,1719.0,1719.0,186.0,42.0,1756.0,0.839765100671141,0.839765100671141,346.06451612903226,false,true
Y03571,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,0.0,0.0,8537.0,8537.0,0.0,166.0,0.0,0.0,0.0,,0.9805552301745344,0.0,,
NNFA7,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,0.0,0.0,1365.0,1365.0,0.0,7.0,0.0,0.0,0.0,,0.9948717948717949,0.0,,
RA7,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,24554.0,2243.0,0.0,26797.0,9521.0,9598.0,2146.0,645.0,8371.0,0.6122424044962125,0.6418255774900176,792.0645161290323,false,false
RJR,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,6378.0,0.0,539.0,6917.0,3373.0,3467.0,292.0,652.0,1636.0,0.4711508309814989,0.4987711435593465,205.74193548387098,false,false
RWA,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,11274.0,0.0,0.0,11274.0,6189.0,6189.0,1018.0,493.0,3654.0,0.451037786056413,0.451037786056413,363.6774193548387,false,false
RNA,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,9490.0,0.0,4474.0,13964.0,4021.0,4149.0,2757.0,211.0,3678.0,0.5762908324552161,0.7028788312804354,306.1290322580645,false,false
K6K0R,202401,2024-01-01,2023-24,January,31,true,2023-24,false,false,0.0,0.0,2829.0,2829.0,0.0,70.0,0.0,0.0,0.0,,0.9752562743018734,0.0,,
L83087,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
NQTE4,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,3266.0,3266.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RFF,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,7968.0,0.0,0.0,7968.0,3093.0,3093.0,533.0,0.0,2824.0,0.6118222891566265,0.6118222891566265,274.7586206896552,false,false
RAN,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RY8,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,6090.0,6090.0,0.0,3.0,0.0,0.0,0.0,,0.9995073891625615,0.0,,
NDJ,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,1945.0,1945.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
R1D,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,2780.0,2780.0,0.0,8.0,0.0,0.0,0.0,,0.9971223021582734,0.0,,
RV9,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,1021.0,1021.0,0.0,2.0,0.0,0.0,0.0,,0.9980411361410382,0.0,,
RXG,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RA7,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,23437.0,2252.0,0.0,25689.0,9134.0,9264.0,1939.0,423.0,7648.0,0.6102743525195204,0.6393787224103702,808.1724137931035,false,false
RAE,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,8991.0,0.0,2953.0,11944.0,2160.0,2160.0,669.0,29.0,2357.0,0.7597597597597597,0.8191560616208975,310.0344827586207,false,false
NNFA7,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,1329.0,1329.0,0.0,20.0,0.0,0.0,0.0,,0.9849510910458992,0.0,,
RWW,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,6669.0,0.0,6540.0,13209.0,3735.0,4247.0,591.0,811.0,1765.0,0.43994601889338736,0.6784767961238549,229.9655172413793,false,false
RCX,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,6130.0,0.0,1068.0,7198.0,2785.0,2785.0,371.0,125.0,2698.0,0.5456769983686787,0.6130869686023895,211.3793103448276,false,false
AD913,202402,2024-02-01,2023-24,February,29,true,2023-24,false,false,0.0,0.0,3571.0,3571.0,0.0,18.0,0.0,0.0,0.0,,0.9949593951274153,0.0,,
RY5,202403,2024-03-01,2023-24,March,31,false,,false,false,0.0,0.0,10692.0,10692.0,0.0,780.0,0.0,0.0,0.0,,0.9270482603815937,0.0,,
RQ3,202403,2024-03-01,2023-24,March,31,false,,false,false,5690.0,0.0,0.0,5690.0,1458.0,1458.0,0.0,6.0,1093.0,0.7437609841827768,0.7437609841827768,183.5483870967742,false,false
Y02147,202403,2024-03-01,2023-24,March,31,false,,false,false,0.0,0.0,8208.0,8208.0,0.0,623.0,0.0,0.0,0.0,,0.9240984405458089,0.0,,
AXG,202403,2024-03-01,2023-24,March,31,false,,false,false,0.0,0.0,2373.0,2373.0,0.0,23.0,0.0,0.0,0.0,,0.9903076274757691,0.0,,
RJR,202403,2024-03-01,2023-24,March,31,false,,false,false,6341.0,0.0,986.0,7327.0,3367.0,3493.0,339.0,631.0,1761.0,0.4690111969720864,0.5232700969018698,204.5483870967742,false,false
RNU,202403,2024-03-01,2023-24,March,31,false,,false,false,0.0,0.0,3553.0,3553.0,0.0,476.0,0.0,0.0,0.0,,0.8660287081339713,0.0,,
RTX,202403,2024-03-01,2023-24,March,31,false,,false,false,8260.0,0.0,4419.0,12679.0,3216.0,3415.0,633.0,497.0,3118.0,0.6106537530266344,0.7306569918763309,266.4516129032258,false,false
R1K,202403,2024-03-01,2023-24,March,31,false,,false,false,14360.0,0.0,15664.0,30024.0,6718.0,6988.0,777.0,464.0,7268.0,0.5321727019498608,0.7672528643751666,463.2258064516129,false,false
RA2,202403,2024-03-01,2023-24,March,31,false,,false,false,6805.0,0.0,1423.0,8228.0,1606.0,1606.0,258.0,0.0,2569.0,0.7639970609845702,0.8048128342245989,219.51612903225808,false,false
RN5,202403,2024-03-01,2023-24,March,31,false,,false,false,12751.0,158.0,494.0,13403.0,5240.0,5241.0,858.0,46.0,4227.0,0.5890518390714454,0.608968141460867,411.3225806451613,false,false
RWH,202403,2024-03-01,2023-24,March,31,false,,false,false,9645.0,0.0,7211.0,16856.0,4609.0,4646.0,249.0,37.0,3398.0,0.5221358216692586,0.7243711438063598,311.1290322580645,false,false
RYG,202403,2024-03-01,2023-24,March,31,false,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,
RKE,202403,2024-03-01,2023-24,March,31,false,,false,false,9562.0,0.0,0.0,9562.0,2574.0,2574.0,304.0,364.0,1111.0,0.7308094540891027,0.7308094540891027,308.4516129032258,false,false
Y02428,202403,2024-03-01,2023-24,March,31,false,,false,false,0.0,0.0,3493.0,3493.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RMC,202403,2024-03-01,2023-24,March,31,false,,false,false,7941.0,0.0,3287.0,11228.0,3974.0,4361.0,460.0,654.0,2376.0,0.4995592494648029,0.6115960099750624,256.16129032258067,false,false
AD913,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,0.0,3694.0,3694.0,0.0,17.0,0.0,0.0,0.0,,0.9953979426096372,0.0,,
Y03218,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,0.0,924.0,924.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RFF,202404,2024-04-01,2024-25,April,30,false,,false,false,8335.0,0.0,0.0,8335.0,2671.0,2671.0,456.0,0.0,2872.0,0.6795440911817636,0.6795440911817636,277.8333333333333,false,false
RPC,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,0.0,1400.0,1400.0,0.0,6.0,0.0,0.0,3.0,,0.9957142857142857,0.0,,
AXG,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,0.0,2355.0,2355.0,0.0,24.0,0.0,0.0,0.0,,0.9898089171974522,0.0,,
RW4,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,0.0,10698.0,10698.0,0.0,587.0,0.0,0.0,0.0,,0.9451299308281922,0.0,,
NNJ15,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RBV,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RBS,202404,2024-04-01,2024-25,April,30,false,,false,false,5628.0,0.0,0.0,5628.0,712.0,712.0,0.0,0.0,920.0,0.8734896943852168,0.8734896943852168,187.6,false,true
REP,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,1265.0,0.0,1265.0,0.0,125.0,0.0,0.0,98.0,,0.9011857707509882,0.0,,
RY4,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,0.0,916.0,916.0,0.0,19.0,0.0,0.0,0.0,,0.9792576419213974,0.0,,
R1H,202404,2024-04-01,2024-25,April,30,false,,false,false,23379.0,915.0,16891.0,41185.0,11368.0,14233.0,880.0,1225.0,4700.0,0.5137516574703793,0.6544130144470074,779.3,false,false
RY5,202404,2024-04-01,2024-25,April,30,false,,false,false,0.0,0.0,8628.0,8628.0,0.0,213.0,0.0,0.0,0.0,,0.9753129346314325,0.0,,
RXF,202404,2024-04-01,2024-25,April,30,false,,false,false,17513.0,162.0,5006.0,22681.0,7000.0,7473.0,2264.0,114.0,3712.0,0.6002969222863016,0.670517172964155,583.7666666666667,false,false
RYJ,202404,2024-04-01,2024-25,April,30,false,,false,false,11395.0,3944.0,6932.0,22271.0,4969.0,5394.0,669.0,152.0,4019.0,0.5639315489249671,0.7578016254321764,379.8333333333333,false,false
RY5,202405,2024-05-01,2024-25,May,31,false,,false,false,0.0,0.0,8846.0,8846.0,0.0,351.0,0.0,0.0,0.0,,0.9603210490617228,0.0,,
RA2,202405,2024-05-01,2024-25,May,31,false,,false,false,6641.0,0.0,1451.0,8092.0,2310.0,2310.0,390.0,7.0,2415.0,0.6521608191537419,0.7145328719723183,214.2258064516129,false,false
RXQ,202405,2024-05-01,2024-25,May,31,false,,false,false,10475.0,1169.0,3949.0,15593.0,3977.0,4228.0,369.0,148.0,4971.0,0.6203341288782815,0.7288526903097543,337.9032258064516,false,false
NNJ,202405,2024-05-01,2024-25,May,31,false,,false,false,0.0,0.0,2184.0,2184.0,0.0,5.0,0.0,0.0,0.0,,0.9977106227106227,0.0,,
R1K,202405,2024-05-01,2024-25,May,31,false,,false,false,13910.0,0.0,16014.0,29924.0,7504.0,7772.0,855.0,432.0,6671.0,0.46053199137311285,0.7402753642561155,448.7096774193548,false,false
R1F,202405,2024-05-01,2024-25,May,31,false,,false,false,4425.0,0.0,2180.0,6605.0,1782.0,1784.0,127.0,22.0,1126.0,0.5972881355932204,0.7299015897047691,142.74193548387098,false,false
RHQ,202405,2024-05-01,2024-25,May,31,false,,false,false,9441.0,1200.0,7827.0,18468.0,4642.0,4966.0,1289.0,8.0,3925.0,0.5083147971613177,0.7311024474767165,304.5483870967742,false,false
RJE,202405,2024-05-01,2024-25,May,31,false,,false,false,14147.0,469.0,9736.0,24352.0,6854.0,7027.0,1192.0,701.0,5701.0,0.515515657029759,0.7114405387647832,456.35483870967744,false,false
RTE,202405,2024-05-01,2024-25,May,31,false,,false,false,13362.0,0.0,0.0,13362.0,5555.0,5555.0,353.0,698.0,2733.0,0.5842688220326299,0.5842688220326299,431.03225806451616,false,false
RAJ,202405,2024-05-01,2024-25,May,31,false,,false,false,31119.0,0.0,6039.0,37158.0,8919.0,9078.0,2929.0,11.0,9692.0,0.7133905331148174,0.7556919102212175,1003.8387096774194,false,false
RMP,202405,2024-05-01,2024-25,May,31,false,,false,false,8711.0,0.0,2777.0,11488.0,4396.0,4396.0,624.0,26.0,2595.0,0.4953507060039031,0.6173398328690808,281.0,false,false
RR8,202405,2024-05-01,2024-25,May,31,false,,false,false,18663.0,733.0,12607.0,32003.0,7850.0,7933.0,1908.0,302.0,3900.0,0.5793816642554788,0.7521169890322782,602.0322580645161,false,false
RXP,202405,2024-05-01,2024-25,May,31,false,,false,false,13555.0,0.0,4752.0,18307.0,5985.0,5985.0,2245.0,25.0,4445.0,0.5584655108815935,0.6730758726170317,437.258064516129,false,false
RJ7,202405,2024-05-01,2024-25,May,31,false,,false,false,9193.0,0.0,3338.0,12531.0,2992.0,2992.0,496.0,775.0,2570.0,0.6745349722615033,0.7612321442821802,296.5483870967742,false,false
RJL,202405,2024-05-01,2024-25,May,31,false,,false,false,9065.0,0.0,6793.0,15858.0,4729.0,4829.0,611.0,899.0,5108.0,0.4783232211803641,0.6954849287425905,292.4193548387097,false,false
RKE,202405,2024-05-01,2024-25,May,31,false,,false,false,9522.0,0.0,0.0,9522.0,2934.0,2934.0,256.0,369.0,1117.0,0.6918714555765595,0.6918714555765595,307.16129032258067,false,false
RYJ,202405,2024-05-01,2024-25,May,31,false,,false,false,12378.0,3980.0,7689.0,24047.0,5203.0,5851.0,652.0,108.0,4236.0,0.5796574567781547,0.7566848255499646,399.2903225806452,false,false
RYR,202405,2024-05-01,2024-25,May,31,false,,false,false,22985.0,1519.0,5669.0,30173.0,10431.0,11278.0,1533.0,1316.0,8261.0,0.546182292799652,0.6262221191131143,741.4516129032259,false,false
RXK,202405,2024-05-01,2024-25,May,31,false,,false,false,15997.0,984.0,9467.0,26448.0,7637.0,8062.0,1659.0,343.0,2854.0,0.5225979871225854,0.6951754385964912,516.0322580645161,false,false
NQTE4,202406,2024-06-01,2024-25,June,30,false,,true,false,0.0,0.0,3303.0,3303.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RPC,202406,2024-06-01,2024-25,June,30,false,,true,false,0.0,0.0,1480.0,1480.0,0.0,18.0,0.0,0.0,7.0,,0.9878378378378379,0.0,,
Y02428,202406,2024-06-01,2024-25,June,30,false,,true,false,0.0,0.0,2903.0,2903.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RWE,202406,2024-06-01,2024-25,June,30,false,,true,false,22235.0,1959.0,0.0,24194.0,9660.0,9733.0,1609.0,647.0,6337.0,0.5655498088599056,0.5977101760767132,741.1666666666666,false,false
AXG,202406,2024-06-01,2024-25,June,30,false,,true,false,0.0,0.0,2759.0,2759.0,0.0,100.0,0.0,0.0,0.0,,0.9637549836897427,0.0,,
RTG,202406,2024-06-01,2024-25,June,30,false,,true,false,21447.0,0.0,9589.0,31036.0,9247.0,9282.0,927.0,916.0,4147.0,0.5688441273837832,0.700927954633329,714.9,false,false
R1H,202406,2024-06-01,2024-25,June,30,false,,true,false,23982.0,958.0,17725.0,42665.0,11574.0,13068.0,1134.0,823.0,4761.0,0.5173880410307731,0.6937067854213055,799.4,false,false
RJL,202406,2024-06-01,2024-25,June,30,false,,true,false,8775.0,0.0,6847.0,15622.0,4764.0,4814.0,592.0,923.0,4831.0,0.4570940170940171,0.691844834208168,292.5,false,false
RQ3,202406,2024-06-01,2024-25,June,30,false,,true,false,5243.0,0.0,0.0,5243.0,1046.0,1046.0,0.0,0.0,1027.0,0.8004958992942972,0.8004958992942972,174.76666666666668,false,true
RVR,202406,2024-06-01,2024-25,June,30,false,,true,false,11286.0,305.0,1565.0,13156.0,2902.0,2953.0,241.0,668.0,1849.0,0.7428672691830587,0.7755396777135908,376.2,false,false
RXR,202407,2024-07-01,2024-25,July,31,false,,true,false,13481.0,0.0,11022.0,24503.0,4249.0,4683.0,627.0,907.0,4266.0,0.6848156664935836,0.8088805452393585,434.8709677419355,false,false
RY4,202407,2024-07-01,2024-25,July,31,false,,true,false,0.0,0.0,1166.0,1166.0,0.0,93.0,0.0,0.0,0.0,,0.9202401372212693,0.0,,
NTP11,202407,2024-07-01,2024-25,July,31,false,,true,false,0.0,0.0,5291.0,5291.0,0.0,307.0,0.0,0.0,0.0,,0.9419769419769419,0.0,,
RA2,202407,2024-07-01,2024-25,July,31,false,,true,false,6586.0,0.0,1503.0,8089.0,1428.0,1428.0,155.0,0.0,2470.0,0.7831764348618281,0.823463963407096,212.4516129032258,false,true
RTQ,202407,2024-07-01,2024-25,July,31,false,,true,false,0.0,0.0,7578.0,7578.0,0.0,15.0,0.0,0.0,0.0,,0.9980205859065716,0.0,,
RA9,202407,2024-07-01,2024-25,July,31,false,,true,false,6774.0,0.0,3574.0,10348.0,3060.0,3075.0,320.0,45.0,2181.0,0.5482728077945085,0.7028411287205257,218.51612903225808,false,false
NNJ0H,202407,2024-07-01,2024-25,July,31,false,,true,false,0.0,0.0,180.0,180.0,0.0,1.0,0.0,0.0,0.0,,0.9944444444444445,0.0,,
RR7,202407,2024-07-01,2024-25,July,31,false,,true,false,6017.0,0.0,3687.0,9704.0,2788.0,2824.0,988.0,3.0,1763.0,0.5366461691873026,0.7089859851607585,194.09677419354838,false,false
RCB,202407,2024-07-01,2024-25,July,31,false,,true,false,10808.0,399.0,7039.0,18246.0,6002.0,6281.0,806.0,583.0,4493.0,0.44467061435973354,0.6557601666118602,348.64516129032256,false,false
RNN,202407,2024-07-01,2024-25,July,31,false,,true,false,9375.0,0.0,2102.0,11477.0,3960.0,4004.0,745.0,364.0,2531.0,0.5776,0.6511283436438093,302.4193548387097,false,false
RXP,202407,2024-07-01,2024-25,July,31,false,,true,false,12782.0,0.0,4462.0,17244.0,5594.0,5594.0,2052.0,50.0,4322.0,0.5623533093412612,0.6755973092090002,412.3225806451613,false,false
DT301,202407,2024-07-01,2024-25,July,31,false,,true,false,0.0,0.0,2464.0,2464.0,0.0,135.0,0.0,0.0,0.0,,0.945211038961039,0.0,,
RET,202407,2024-07-01,2024-25,July,31,false,,true,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RMP,202407,2024-07-01,2024-25,July,31,false,,true,false,8799.0,0.0,2567.0,11366.0,4269.0,4269.0,836.0,126.0,1832.0,0.5148312308216842,0.6244061235263065,283.83870967741933,false,false
RP5,202407,2024-07-01,2024-25,July,31,false,,true,false,13840.0,0.0,4123.0,17963.0,5411.0,5421.0,1036.0,236.0,4231.0,0.6090317919075144,0.6982129933752714,446.4516129032258,false,false
Y02147,202408,2024-08-01,2024-25,August,31,false,,true,false,0.0,0.0,7179.0,7179.0,0.0,55.0,0.0,0.0,0.0,,0.9923387658448252,0.0,,
RA9,202408,2024-08-01,2024-25,August,31,false,,true,false,6432.0,0.0,3643.0,10075.0,2930.0,2957.0,318.0,33.0,2114.0,0.5444651741293532,0.706501240694789,207.48387096774192,false,false
RA2,202408,2024-08-01,2024-25,August,31,false,,true,false,6150.0,0.0,1404.0,7554.0,758.0,758.0,60.0,0.0,2479.0,0.8767479674796748,0.899655811490601,198.38709677419354,false,true
RBD,202408,2024-08-01,2024-25,August,31,false,,true,false,4587.0,0.0,0.0,4587.0,1653.0,1653.0,189.0,42.0,1899.0,0.6396337475474165,0.6396337475474165,147.96774193548387,false,false
RQW,202408,2024-08-01,2024-25,August,31,false,,true,false,7939.0,0.0,1429.0,9368.0,3654.0,3654.0,395.0,85.0,2104.0,0.5397405214762565,0.6099487617421008,256.0967741935484,false,false
NNF09,202408,2024-08-01,2024-25,August,31,false,,true,false,0.0,0.0,3487.0,3487.0,0.0,218.0,0.0,0.0,0.0,,0.9374820762833381,0.0,,
NR3,202408,2024-08-01,2024-25,August,31,false,,true,false,0.0,0.0,4789.0,4789.0,0.0,92.0,0.0,0.0,0.0,,0.9807893088327417,0.0,,
RMP,202408,2024-08-01,2024-25,August,31,false,,true,false,7648.0,0.0,2203.0,9851.0,3013.0,3013.0,629.0,97.0,1721.0,0.6060407949790795,0.6941427266267384,246.70967741935485,false,false
RJ8,202409,2024-09-01,2024-25,September,30,false,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,0.0,,
Y02676,202409,2024-09-01,2024-25,September,30,false,,false,false,0.0,0.0,1700.0,1700.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RFF,202409,2024-09-01,2024-25,September,30,false,,false,false,8612.0,0.0,0.0,8612.0,3099.0,3099.0,457.0,0.0,2862.0,0.6401532745006967,0.6401532745006967,287.06666666666666,false,false
RR7,202409,2024-09-01,2024-25,September,30,false,,false,false,5764.0,0.0,3239.0,9003.0,2545.0,2577.0,938.0,0.0,1566.0,0.5584663428174879,0.7137620793068977,192.13333333333333,false,false
R1D,202409,2024-09-01,2024-25,September,30,false,,false,false,0.0,0.0,3248.0,3248.0,0.0,1.0,0.0,0.0,0.0,,0.999692118226601,0.0,,
RJL,202409,2024-09-01,2024-25,September,30,false,,false,false,8543.0,0.0,6157.0,14700.0,4298.0,4356.0,697.0,672.0,4995.0,0.4968980451831909,0.7036734693877551,284.76666666666665,false,false
