org_code,month_key,month_start,fy,month_name,days_in_month,is_winter,winter_label,is_summer,methodology_break,att_type1,att_type2,att_other,att_all,over4hr_type1,over4hr_all,dta_4to12hr,dta_12hr_plus,emadm_via_ae,type1_performance,alltype_performance,att_type1_per_day,type1_meets_95,type1_meets_interim
Y02147,202104,2021-04-01,2021-22,April,30,false,,false,false,0.0,0.0,5952.0,5952.0,0.0,47.0,0.0,0.0,0.0,,0.9921034946236559,0.0,,
G82071,202104,2021-04-01,2021-22,April,30,false,,false,false,0.0,0.0,2875.0,2875.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
NJS05,202104,2021-04-01,2021-22,April,30,false,,false,false,0.0,0.0,3834.0,3834.0,0.0,238.0,0.0,0.0,0.0,,0.9379238393322901,0.0,,
NNJ14,202104,2021-04-01,2021-22,April,30,false,,false,false,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RY5,202104,2021-04-01,2021-22,April,30,false,,false,false,0.0,0.0,7307.0,7307.0,0.0,59.0,0.0,0.0,2.0,,0.9919255508416587,0.0,,
NDA57,202104,2021-04-01,2021-22,April,30,false,,false,false,0.0,0.0,609.0,609.0,0.0,1.0,0.0,0.0,1.0,,0.9983579638752053,0.0,,
RQW,202104,2021-04-01,2021-22,April,30,false,,false,false,8894.0,0.0,0.0,8894.0,2131.0,2131.0,362.0,1.0,2369.0,0.7604002698448392,0.7604002698448392,296.46666666666664,false,false
RXK,202104,2021-04-01,2021-22,April,30,false,,false,false,12683.0,1026.0,4596.0,18305.0,2685.0,2814.0,303.0,0.0,2831.0,0.7882992982732792,0.8462715105162524,422.76666666666665,false,true
Y02532,202104,2021-04-01,2021-22,April,30,false,,false,false,0.0,0.0,1241.0,1241.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RN5,202104,2021-04-01,2021-22,April,30,false,,false,false,10224.0,0.0,285.0,10509.0,1459.0,1459.0,894.0,0.0,3704.0,0.8572965571205008,0.8611666190884004,340.8,false,true
RAL,202104,2021-04-01,2021-22,April,30,false,,false,false,28144.0,451.0,10102.0,38697.0,5368.0,5623.0,1519.0,39.0,6535.0,0.8092666287663445,0.8546915781585136,938.1333333333333,false,true
RN3,202104,2021-04-01,2021-22,April,30,false,,false,false,5113.0,0.0,3609.0,8722.0,1382.0,1596.0,310.0,0.0,2295.0,0.7297085859573635,0.8170144462279294,170.43333333333334,false,false
RCF,202104,2021-04-01,2021-22,April,30,false,,false,false,5733.0,300.0,3.0,6036.0,874.0,874.0,0.0,0.0,1393.0,0.8475492761207046,0.8552021206096753,191.1,false,true
RXR,202104,2021-04-01,2021-22,April,30,false,,false,false,10386.0,0.0,5840.0,16226.0,2113.0,2464.0,414.0,6.0,4535.0,0.7965530521856345,0.8481449525452976,346.2,false,true
NDJ,202105,2021-05-01,2021-22,May,31,false,,false,false,0.0,0.0,1260.0,1260.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RTX,202105,2021-05-01,2021-22,May,31,false,,false,false,8465.0,0.0,2061.0,10526.0,2050.0,2102.0,295.0,9.0,2419.0,0.7578263437684584,0.8003040091202736,273.06451612903226,false,false
NNJ0H,202105,2021-05-01,2021-22,May,31,false,,false,false,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RTP,202105,2021-05-01,2021-22,May,31,false,,false,false,9711.0,0.0,847.0,10558.0,507.0,507.0,118.0,0.0,2687.0,0.9477911646586346,0.9519795415798447,313.258064516129,false,true
RY5,202105,2021-05-01,2021-22,May,31,false,,false,false,0.0,0.0,9076.0,9076.0,0.0,168.0,0.0,0.0,2.0,,0.9814896430145439,0.0,,
RA9,202105,2021-05-01,2021-22,May,31,false,,false,false,5613.0,0.0,2646.0,8259.0,1761.0,1762.0,297.0,3.0,2338.0,0.6862640299305185,0.7866569802639545,181.06451612903226,false,false
RXP,202105,2021-05-01,2021-22,May,31,false,,false,false,12898.0,0.0,3868.0,16766.0,3113.0,3113.0,764.0,0.0,5478.0,0.7586447511242053,0.81432661338423,416.06451612903226,false,false
RP5,202105,2021-05-01,2021-22,May,31,false,,false,false,13191.0,0.0,3628.0,16819.0,3317.0,3317.0,716.0,0.0,3561.0,0.7485406716700781,0.8027825673345621,425.51612903225805,false,false
RF4,202105,2021-05-01,2021-22,May,31,false,,false,false,13292.0,594.0,11906.0,25792.0,6981.0,7868.0,78.0,197.0,4403.0,0.4747968702979236,0.6949441687344913,428.7741935483871,false,false
C82010,202106,2021-06-01,2021-22,June,30,false,,true,false,0.0,0.0,235.0,235.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
NTV0B,202106,2021-06-01,2021-22,June,30,false,,true,false,0.0,0.0,3188.0,3188.0,0.0,53.0,0.0,0.0,0.0,,0.983375156838143,0.0,,
RL1,202106,2021-06-01,2021-22,June,30,false,,true,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RN7,202106,2021-06-01,2021-22,June,30,false,,true,false,11374.0,0.0,1852.0,13226.0,1564.0,1566.0,140.0,0.0,3168.0,0.8624934060137155,0.8815968546801755,379.1333333333333,false,true
RD1,202106,2021-06-01,2021-22,June,30,false,,true,false,7097.0,0.0,746.0,7843.0,1746.0,1773.0,104.0,0.0,2380.0,0.7539805551641539,0.7739385439245187,236.56666666666666,false,false
RWE,202106,2021-06-01,2021-22,June,30,false,,true,false,21652.0,1493.0,0.0,23145.0,8563.0,8613.0,1318.0,0.0,4789.0,0.6045169037502309,0.6278677900194427,721.7333333333333,false,false
RGT,202106,2021-06-01,2021-22,June,30,false,,true,false,9768.0,0.0,4693.0,14461.0,0.0,0.0,816.0,41.0,2778.0,1.0,1.0,325.6,true,true
RXN,202106,2021-06-01,2021-22,June,30,false,,true,false,7144.0,0.0,8286.0,15430.0,2809.0,3111.0,1837.0,53.0,2805.0,0.6068029115341546,0.7983797796500324,238.13333333333333,false,false
RAL,202106,2021-06-01,2021-22,June,30,false,,true,false,29893.0,545.0,12692.0,43130.0,7446.0,7922.0,1066.0,59.0,6649.0,0.7509115846519252,0.8163227451889636,996.4333333333333,false,false
RBT,202106,2021-06-01,2021-22,June,30,false,,true,false,6906.0,0.0,2305.0,9211.0,3004.0,3026.0,630.0,2.0,2394.0,0.5650159281783955,0.671479752469873,230.2,false,false
RLT,202106,2021-06-01,2021-22,June,30,false,,true,false,5930.0,0.0,2010.0,7940.0,652.0,658.0,80.0,0.0,1471.0,0.8900505902192243,0.9171284634760706,197.66666666666666,false,true
NTP11,202107,2021-07-01,2021-22,July,31,false,,true,false,0.0,0.0,4795.0,4795.0,0.0,6.0,0.0,0.0,0.0,,0.9987486965589155,0.0,,
NNF94,202107,2021-07-01,2021-22,July,31,false,,true,false,0.0,0.0,2713.0,2713.0,0.0,103.0,0.0,0.0,0.0,,0.9620346479911537,0.0,,
G82071,202107,2021-07-01,2021-22,July,31,false,,true,false,0.0,0.0,3750.0,3750.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
AQN04,202107,2021-07-01,2021-22,July,31,false,,true,false,0.0,0.0,2307.0,2307.0,0.0,98.0,0.0,0.0,0.0,,0.9575205895101864,0.0,,
RQM,202107,2021-07-01,2021-22,July,31,false,,true,false,17873.0,0.0,9986.0,27859.0,0.0,0.0,313.0,3.0,2538.0,1.0,1.0,576.5483870967741,true,true
RET,202107,2021-07-01,2021-22,July,31,false,,true,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RYJ,202107,2021-07-01,2021-22,July,31,false,,true,false,11654.0,3573.0,7947.0,23174.0,0.0,0.0,941.0,15.0,2910.0,1.0,1.0,375.93548387096774,true,true
RJL,202107,2021-07-01,2021-22,July,31,false,,true,false,12876.0,0.0,308.0,13184.0,4791.0,4794.0,1009.0,30.0,3550.0,0.6279123951537744,0.636377427184466,415.35483870967744,false,false
RWW,202107,2021-07-01,2021-22,July,31,false,,true,false,8179.0,0.0,7725.0,15904.0,2923.0,2962.0,1305.0,0.0,2106.0,0.6426213473529772,0.8137575452716298,263.83870967741933,false,false
RBL,202107,2021-07-01,2021-22,July,31,false,,true,false,8555.0,0.0,2612.0,11167.0,3606.0,3659.0,474.0,1.0,2451.0,0.5784921098772647,0.672338139160025,275.96774193548384,false,false
RAX,202108,2021-08-01,2021-22,August,31,false,,true,false,6571.0,0.0,6637.0,13208.0,2080.0,2153.0,387.0,0.0,2753.0,0.6834576168010957,0.836992731677771,211.96774193548387,false,false
DD401,202108,2021-08-01,2021-22,August,31,false,,true,false,0.0,0.0,1343.0,1343.0,0.0,1.0,0.0,0.0,0.0,,0.9992553983618764,0.0,,
RVW,202108,2021-08-01,2021-22,August,31,false,,true,false,3415.0,0.0,10090.0,13505.0,0.0,0.0,278.0,4.0,1829.0,1.0,1.0,110.16129032258064,true,true
RNQ,202108,2021-08-01,2021-22,August,31,false,,true,false,7950.0,0.0,0.0,7950.0,0.0,0.0,947.0,0.0,2135.0,1.0,1.0,256.4516129032258,true,true
RWH,202108,2021-08-01,2021-22,August,31,false,,true,false,9204.0,0.0,5390.0,14594.0,3972.0,3988.0,277.0,0.0,2735.0,0.5684485006518905,0.7267370152117308,296.9032258064516,false,false
RWE,202108,2021-08-01,2021-22,August,31,false,,true,false,20461.0,1590.0,0.0,22051.0,9490.0,9532.0,2060.0,35.0,4771.0,0.5361908020135868,0.5677293546777924,660.0322580645161,false,false
RTX,202108,2021-08-01,2021-22,August,31,false,,true,false,8607.0,0.0,2296.0,10903.0,2529.0,2578.0,522.0,96.0,2333.0,0.7061693970024399,0.763551316151518,277.64516129032256,false,false
R1D,202109,2021-09-01,2021-22,September,30,false,,false,false,0.0,0.0,2832.0,2832.0,0.0,1.0,0.0,0.0,0.0,,0.9996468926553672,0.0,,
RDY,202109,2021-09-01,2021-22,September,30,false,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,
REF,202109,2021-09-01,2021-22,September,30,false,,false,false,5707.0,0.0,9481.0,15188.0,3357.0,3638.0,805.0,373.0,2063.0,0.4117750131417557,0.7604687911509086,190.23333333333332,false,false
RWA,202109,2021-09-01,2021-22,September,30,false,,false,false,11055.0,0.0,0.0,11055.0,4920.0,4920.0,1199.0,5.0,2597.0,0.5549525101763908,0.5549525101763908,368.5,false,false
NLX,202109,2021-09-01,2021-22,September,30,false,,false,false,0.0,0.0,9639.0,9639.0,0.0,292.0,0.0,0.0,0.0,,0.9697064010789501,0.0,,
RET,202109,2021-09-01,2021-22,September,30,false,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RWG,202110,2021-10-01,2021-22,October,31,false,,false,false,7764.0,0.0,6303.0,14067.0,3638.0,4002.0,796.0,0.0,3447.0,0.5314270994332818,0.7155043719343144,250.4516129032258,false,false
RY8,202110,2021-10-01,2021-22,October,31,false,,false,false,0.0,0.0,6746.0,6746.0,0.0,2.0,0.0,0.0,0.0,,0.9997035280166024,0.0,,
RK5,202110,2021-10-01,2021-22,October,31,false,,false,false,9142.0,0.0,5070.0,14212.0,2097.0,2479.0,642.0,2.0,3425.0,0.7706191205425509,0.8255699408950183,294.9032258064516,false,false
RNZ,202110,2021-10-01,2021-22,October,31,false,,false,false,4475.0,269.0,1428.0,6172.0,1304.0,1304.0,335.0,0.0,1348.0,0.7086033519553072,0.7887232663642255,144.3548387096774,false,false
RXP,202110,2021-10-01,2021-22,October,31,false,,false,false,12488.0,0.0,4982.0,17470.0,6438.0,6438.0,2198.0,60.0,4848.0,0.48446508648302367,0.6314825414997138,402.83870967741933,false,false
REM,202110,2021-10-01,2021-22,October,31,false,,false,false,18199.0,276.0,6181.0,24656.0,8926.0,8926.0,2019.0,1.0,5035.0,0.5095334908511457,0.6379785853341986,587.0645161290323,false,false
RTK,202110,2021-10-01,2021-22,October,31,false,,false,false,10561.0,0.0,0.0,10561.0,3367.0,3367.0,432.0,9.0,2237.0,0.6811854937979358,0.6811854937979358,340.6774193548387,false,false
C82009,202110,2021-10-01,2021-22,October,31,false,,false,false,0.0,0.0,273.0,273.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RCD,202110,2021-10-01,2021-22,October,31,false,,false,false,4720.0,0.0,646.0,5366.0,1290.0,1291.0,105.0,9.0,1188.0,0.7266949152542372,0.75941110696981,152.25806451612902,false,false
RJC,202110,2021-10-01,2021-22,October,31,false,,false,false,6825.0,0.0,0.0,6825.0,2841.0,2841.0,402.0,0.0,1806.0,0.5837362637362637,0.5837362637362637,220.16129032258064,false,false
RBD,202110,2021-10-01,2021-22,October,31,false,,false,false,4052.0,0.0,55.0,4107.0,1630.0,1630.0,72.0,1.0,1494.0,0.5977295162882528,0.6031166301436572,130.70967741935485,false,false
RY4,202111,2021-11-01,2021-22,November,30,false,,false,false,0.0,0.0,978.0,978.0,0.0,11.0,0.0,0.0,0.0,,0.9887525562372188,0.0,,
RY8,202111,2021-11-01,2021-22,November,30,false,,false,false,0.0,0.0,6563.0,6563.0,0.0,3.0,0.0,0.0,0.0,,0.9995428919701356,0.0,,
NTPAD,202111,2021-11-01,2021-22,November,30,false,,false,false,0.0,0.0,4614.0,4614.0,0.0,516.0,0.0,0.0,0.0,,0.8881664499349805,0.0,,
RJZ,202111,2021-11-01,2021-22,November,30,false,,false,false,13851.0,0.0,8811.0,22662.0,6142.0,7535.0,2019.0,173.0,3859.0,0.5565663129015955,0.6675050745741771,461.7,false,false
RRF,202111,2021-11-01,2021-22,November,30,false,,false,false,8508.0,0.0,4806.0,13314.0,3804.0,3830.0,879.0,46.0,2108.0,0.5528913963328632,0.7123328826798858,283.6,false,false
RNS,202111,2021-11-01,2021-22,November,30,false,,false,false,8868.0,606.0,1657.0,11131.0,3340.0,3340.0,647.0,0.0,1970.0,0.6233649075327019,0.6999371125685023,295.6,false,false
NNFA7,202111,2021-11-01,2021-22,November,30,false,,false,false,0.0,0.0,1223.0,1223.0,0.0,9.0,0.0,0.0,0.0,,0.9926410466067048,0.0,,
NR3,202111,2021-11-01,2021-22,November,30,false,,false,false,0.0,0.0,4529.0,4529.0,0.0,279.0,0.0,0.0,0.0,,0.9383969971296092,0.0,,
NQT5H,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,0.0,0.0,506.0,506.0,0.0,6.0,0.0,0.0,0.0,,0.9881422924901185,0.0,,
Y03051,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,0.0,0.0,1225.0,1225.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
Y00751,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RR7,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,5586.0,0.0,2498.0,8084.0,1763.0,1783.0,880.0,0.0,1819.0,0.684389545291801,0.7794408708560119,180.19354838709677,false,false
AQN04,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,0.0,0.0,1550.0,1550.0,0.0,12.0,0.0,0.0,0.0,,0.9922580645161291,0.0,,
RJC,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,6138.0,0.0,0.0,6138.0,1723.0,1723.0,258.0,0.0,1808.0,0.7192896709025741,0.7192896709025741,198.0,false,false
RHQ,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,8504.0,669.0,6033.0,15206.0,4411.0,4479.0,877.0,11.0,3064.0,0.48130291627469424,0.7054452189925029,274.3225806451613,false,false
RCB,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,9086.0,316.0,6622.0,16024.0,4603.0,4791.0,1307.0,298.0,3807.0,0.49339643407440015,0.7010109835247129,293.0967741935484,false,false
RWW,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,6845.0,0.0,6455.0,13300.0,2817.0,2901.0,1275.0,24.0,1955.0,0.5884587289992695,0.7818796992481203,220.80645161290323,false,false
RET,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RJ2,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,13492.0,0.0,8724.0,22216.0,5049.0,5649.0,1225.0,152.0,3756.0,0.6257782389564186,0.7457238026647461,435.2258064516129,false,false
NTPAD,202112,2021-12-01,2021-22,December,31,true,2021-22,false,false,0.0,0.0,4338.0,4338.0,0.0,769.0,0.0,0.0,0.0,,0.8227293683725219,0.0,,
AAH,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,0.0,0.0,155.0,155.0,0.0,1.0,0.0,0.0,0.0,,0.9935483870967742,0.0,,
NNJ12,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,0.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
NR3,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,0.0,0.0,3956.0,3956.0,0.0,192.0,0.0,0.0,0.0,,0.9514661274014156,0.0,,
RAN,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RCU,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,4013.0,0.0,68.0,4081.0,242.0,242.0,0.0,0.0,708.0,0.9396959880388737,0.9407008086253369,129.4516129032258,false,true
RGT,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,8691.0,0.0,4529.0,13220.0,0.0,0.0,690.0,121.0,2657.0,1.0,1.0,280.35483870967744,true,true
RK5,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,8750.0,0.0,4362.0,13112.0,1777.0,1875.0,443.0,40.0,3343.0,0.7969142857142857,0.8570012202562538,282.258064516129,false,true
RK9,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,7166.0,115.0,2886.0,10167.0,0.0,0.0,250.0,359.0,3019.0,1.0,1.0,231.16129032258064,true,true
NDA57,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,0.0,0.0,602.0,602.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RA2,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,5504.0,0.0,100.0,5604.0,1752.0,1757.0,62.0,0.0,2387.0,0.6816860465116279,0.6864739471805853,177.5483870967742,false,false
RQM,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,16386.0,0.0,8704.0,25090.0,0.0,0.0,685.0,8.0,2519.0,1.0,1.0,528.5806451612904,true,true
RWH,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,8701.0,0.0,4967.0,13668.0,4229.0,4231.0,411.0,16.0,2716.0,0.5139639121940007,0.6904448346502781,280.6774193548387,false,false
RVV,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,15573.0,0.0,3407.0,18980.0,5907.0,5914.0,1577.0,164.0,5254.0,0.6206896551724138,0.68840885142255,502.35483870967744,false,false
RYR,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,16696.0,1251.0,6580.0,24527.0,7198.0,8633.0,1558.0,418.0,6898.0,0.5688787733588884,0.6480205487829739,538.5806451612904,false,false
RFS,202201,2022-01-01,2021-22,January,31,true,2021-22,false,false,2542.0,0.0,4631.0,7173.0,711.0,1174.0,293.0,2.0,2423.0,0.7202989771833201,0.836330684511362,82.0,false,false
NDJ,202202,2022-02-01,2021-22,February,28,true,2021-22,false,false,0.0,0.0,1127.0,1127.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
Y00751,202202,2022-02-01,2021-22,February,28,true,2021-22,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
C82010,202202,2022-02-01,2021-22,February,28,true,2021-22,false,false,0.0,0.0,164.0,164.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
R0D,202202,2022-02-01,2021-22,February,28,true,2021-22,false,false,11706.0,1059.0,1117.0,13882.0,0.0,0.0,861.0,52.0,3337.0,1.0,1.0,418.07142857142856,true,true
RTQ,202202,2022-02-01,2021-22,February,28,true,2021-22,false,false,0.0,0.0,3328.0,3328.0,0.0,15.0,0.0,0.0,0.0,,0.9954927884615384,0.0,,
RW4,202202,2022-02-01,2021-22,February,28,true,2021-22,false,false,0.0,0.0,10103.0,10103.0,0.0,71.0,0.0,0.0,0.0,,0.9929723844402653,0.0,,
RYG,202202,2022-02-01,2021-22,February,28,true,2021-22,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,0.0,,
RGR,202202,2022-02-01,2021-22,February,28,true,2021-22,false,false,6086.0,0.0,333.0,6419.0,0.0,0.0,378.0,45.0,1639.0,1.0,1.0,217.35714285714286,true,true
RK5,202203,2022-03-01,2021-22,March,31,false,,false,false,10196.0,0.0,5044.0,15240.0,2572.0,3027.0,742.0,49.0,3494.0,0.7477442134170262,0.8013779527559055,328.9032258064516,false,false
RHM,202203,2022-03-01,2021-22,March,31,false,,false,false,10975.0,1326.0,0.0,12301.0,3937.0,3990.0,305.0,3.0,3230.0,0.6412756264236902,0.6756361271441347,354.03225806451616,false,false
RJE,202203,2022-03-01,2021-22,March,31,false,,false,false,13482.0,432.0,7385.0,21299.0,8138.0,8425.0,976.0,872.0,5176.0,0.3963803589971814,0.6044415230762008,434.9032258064516,false,false
RN7,202203,2022-03-01,2021-22,March,31,false,,false,false,11399.0,0.0,3243.0,14642.0,3097.0,3103.0,552.0,1.0,2943.0,0.7283095008334064,0.7880753995355826,367.7096774193548,false,false
RD1,202203,2022-03-01,2021-22,March,31,false,,false,false,7661.0,0.0,0.0,7661.0,3502.0,3502.0,1157.0,39.0,2324.0,0.542879519644955,0.542879519644955,247.1290322580645,false,false
RJ1,202203,2022-03-01,2021-22,March,31,false,,false,false,13454.0,709.0,4005.0,18168.0,4353.0,4355.0,74.0,39.0,3506.0,0.6764530994499778,0.7602928225451343,434.0,false,false
RVR,202203,2022-03-01,2021-22,March,31,false,,false,false,13991.0,283.0,234.0,14508.0,3410.0,3410.0,877.0,127.0,2004.0,0.756271889071546,0.7649572649572649,451.3225806451613,false,false
RWX,202203,2022-03-01,2021-22,March,31,false,,false,false,0.0,0.0,1472.0,1472.0,0.0,13.0,0.0,0.0,24.0,,0.9911684782608695,0.0,,
RBL,202203,2022-03-01,2021-22,March,31,false,,false,false,8422.0,0.0,2604.0,11026.0,4274.0,4321.0,691.0,17.0,2112.0,0.49251959154595104,0.6081081081081081,271.6774193548387,false,false
RBD,202203,2022-03-01,2021-22,March,31,false,,false,false,3954.0,0.0,0.0,3954.0,1868.0,1868.0,58.0,10.0,1264.0,0.5275670207384926,0.5275670207384926,127.54838709677419,false,false
Y03218,202204,2022-04-01,2022-23,April,30,false,,false,false,0.0,0.0,2203.0,2203.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RJ8,202204,2022-04-01,2022-23,April,30,false,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,,0.0,,
Y02147,202204,2022-04-01,2022-23,April,30,false,,false,false,0.0,0.0,7236.0,7236.0,0.0,251.0,0.0,0.0,0.0,,0.9653123272526257,0.0,,
RBS,202204,2022-04-01,2022-23,April,30,false,,false,false,5412.0,0.0,0.0,5412.0,1482.0,1482.0,0.0,0.0,964.0,0.7261640798226163,0.7261640798226163,180.4,false,false
RDY,202204,2022-04-01,2022-23,April,30,false,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RYX,202204,2022-04-01,2022-23,April,30,false,,false,false,0.0,0.0,6942.0,6942.0,0.0,30.0,0.0,0.0,0.0,,0.9956784788245462,0.0,,
RWD,202204,2022-04-01,2022-23,April,30,false,,false,false,10915.0,0.0,5729.0,16644.0,5629.0,6149.0,1271.0,745.0,3569.0,0.4842876775080165,0.6305575582792597,363.8333333333333,false,false
RET,202204,2022-04-01,2022-23,April,30,false,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RFS,202204,2022-04-01,2022-23,April,30,false,,false,false,2918.0,0.0,4784.0,7702.0,1206.0,1915.0,503.0,4.0,2486.0,0.5867032213845099,0.7513632822643469,97.26666666666667,false,false
RHQ,202204,2022-04-01,2022-23,April,30,false,,false,false,8629.0,752.0,7425.0,16806.0,4269.0,4376.0,1164.0,31.0,3287.0,0.5052729169081006,0.7396168035225514,287.6333333333333,false,false
RH8,202204,2022-04-01,2022-23,April,30,false,,false,false,11125.0,0.0,2736.0,13861.0,4593.0,4610.0,968.0,109.0,3151.0,0.5871460674157303,0.6674121636245581,370.8333333333333,false,false
RX1,202204,2022-04-01,2022-23,April,30,false,,false,false,14578.0,1467.0,231.0,16276.0,0.0,0.0,999.0,578.0,3718.0,1.0,1.0,485.93333333333334,true,true
L83087,202205,2022-05-01,2022-23,May,31,false,,false,false,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,
RDY,202205,2022-05-01,2022-23,May,31,false,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,
RXK,202205,2022-05-01,2022-23,May,31,false,,false,false,15430.0,1512.0,10584.0,27526.0,6776.0,7279.0,1551.0,12.0,3191.0,0.5608554763447828,0.7355591077526702,497.741935483871,false,false
RY5,202205,2022-05-01,2022-23,May,31,false,,false,false,0.0,0.0,7139.0,7139.0,0.0,358.0,0.0,0.0,0.0,,0.9498529205771117,0.0,,
RHQ,202205,2022-05-01,2022-23,May,31,false,,false,false,9293.0,935.0,7824.0,18052.0,4636.0,4760.0,1234.0,16.0,3382.0,0.5011298827074142,0.7363173055617106,299.7741935483871,false,false
RJ6,202205,2022-05-01,2022-23,May,31,false,,false,false,12953.0,0.0,4553.0,17506.0,4055.0,4055.0,641.0,124.0,1175.0,0.6869451092411025,0.7683651319547584,417.83870967741933,false,false
RD8,202205,2022-05-01,2022-23,May,31,false,,false,false,8610.0,0.0,5477.0,14087.0,2453.0,2557.0,538.0,0.0,1760.0,0.7150987224157956,0.8184851281323205,277.741935483871,false,false
RK9,202205,2022-05-01,2022-23,May,31,false,,false,false,8148.0,142.0,4022.0,12312.0,0.0,0.0,342.0,351.0,3213.0,1.0,1.0,262.83870967741933,true,true
RNN,202205,2022-05-01,2022-23,May,31,false,,false,false,8820.0,0.0,1896.0,10716.0,2992.0,2998.0,517.0,378.0,2145.0,0.6607709750566894,0.7202314296379246,284.51612903225805,false,false
RTF,202205,2022-05-01,2022-23,May,31,false,,false,false,9148.0,0.0,11292.0,20440.0,1451.0,1672.0,0.0,0.0,5300.0,0.8413860953213818,0.9181996086105675,295.0967741935484,false,true
RYJ,202205,2022-05-01,2022-23,May,31,false,,false,false,12369.0,3982.0,7353.0,23704.0,0.0,0.0,1335.0,144.0,2799.0,1.0,1.0,399.0,true,true
RJE,202205,2022-05-01,2022-23,May,31,false,,false,false,13831.0,410.0,7844.0,22085.0,7740.0,8217.0,1402.0,390.0,5026.0,0.4403875352469091,0.6279375141498755,446.16129032258067,false,false
RLQ,202206,2022-06-01,2022-23,June,30,false,,true,false,5967.0,0.0,0.0,5967.0,2492.0,2492.0,224.0,232.0,1353.0,0.5823697000167589,0.5823697000167589,198.9,false,false
Y00751,202206,2022-06-01,2022-23,June,30,false,,true,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
RCX,202206,2022-06-01,2022-23,June,30,false,,true,false,7340.0,0.0,0.0,7340.0,2995.0,2995.0,845.0,437.0,2123.0,0.5919618528610354,0.5919618528610354,244.66666666666666,false,false
