org_code,month_key,type1_performance,prev_month,mom_change,yoy_change,rolling_3m,national_rank
RBD,202110,0.5977295162882528,0.6360059026069848,-0.03827638631873198,,0.6134398629565182,76
RHW,202110,0.5947554558785474,0.6653453136011276,-0.0705898577225802,,0.6570447945796986,77
RBN,202110,0.5932804790153573,0.6168643250297906,-0.023583846014433307,,0.6072321109746567,78
RYR,202110,0.5890960329503576,0.5979940808944426,-0.008898047944084997,,0.6022520540274257,79
RA7,202110,0.5873897137938455,0.6132481476551754,-0.02585843386132991,,0.6052562289083686,80
RJC,202110,0.5837362637362637,0.7346909508102681,-0.1509546870740044,,0.6935366272007553,81
RRF,202110,0.5766212785598892,0.6062417792658137,-0.02962050070592448,,0.6173459383690855,82
RWP,202110,0.5739369226928518,0.5828402366863905,-0.00890331399353872,,0.5782899809614657,83
RJZ,202110,0.5736428571428571,0.5330216247808299,0.04062123236202719,,0.5681776901461998,84
RXK,202110,0.5725354191263282,0.5900397509937749,-0.01750433186744671,,0.5872228789428164,85
RN3,202110,0.5704013377926421,0.6241396676179285,-0.05373832982528637,,0.6264299546193531,86
RM3,202110,0.566065714508702,0.5964657197181523,-0.030400005209450298,,0.5779109625937497,87
RD1,202110,0.5597381342062193,0.634681288553804,-0.0749431543475847,,0.6249464722815379,88
RAL,202110,0.5594626503717413,0.6534983958259066,-0.09403574545416538,,0.6374166429426927,89
RXR,202110,0.5590113097409705,0.6143133819053768,-0.0553020721644063,,0.6033428173996395,90
RWA,202110,0.557532409476978,0.5549525101763908,0.0025798993005872184,,0.5596858908463151,91
RJR,202110,0.5570660292799522,0.568419480131461,-0.01135345085150885,,0.5771576030262618,92
RXL,202110,0.5522335970218706,0.4289058841891681,0.1233277128327025,,0.4836852345341695,93
RMP,202110,0.5513500766419055,0.649655339218769,-0.09830526257686345,,0.620186875539456,94
RXN,202110,0.5455349248452697,0.5550396884828516,-0.009504763637581903,,0.5614562065763508,95
RGN,202110,0.5431091328717441,0.4913164293157346,0.05179270355600951,,0.4980052151412841,96
RWE,202110,0.5414677525039783,0.5392634406154686,0.002204311888509669,,0.5389739983776779,97
RXC,202110,0.5397783078434124,0.567046085508051,-0.027267777664638615,,0.5977706850179408,98
RRK,202110,0.5385224738880413,0.5525952876969573,-0.014072813808916007,,0.5421727224048821,99
RWG,202110,0.5314270994332818,0.5638387824126267,-0.032411682979344936,,0.5470745461943269,100
R0A,202110,0.5299622043404048,0.5635062611806798,-0.03354405684027506,,0.5635988748906017,101
RWD,202110,0.527129817444219,0.5014713519127575,0.02565846553146156,,0.5247746277404278,102
RBT,202110,0.5270508673919436,0.5110785033015407,0.015972364090402924,,0.5217613447372614,103
RKB,202110,0.5158677133789877,0.5044981478214853,0.011369565557502459,,0.5315290562808049,104
RJL,202110,0.5154541541110633,0.5131311419857676,0.0023230121252957314,,0.5367104769200576,105
RWH,202110,0.5137046861184793,0.5017140552530752,0.011990630865404084,,0.5279557473411484,106
RXW,202110,0.5117723396366334,0.5191861005295921,-0.007413760892958754,,0.5237809578195091,107
