region,month_key,month_start,is_winter,winter_label,cat1_mean_sec,cat2_mean_sec,cat1_incidents,cat2_incidents
Y62,201901,2019-01-01,true,2018-19,471.0,1584.0,9571.0,53757.0
Y63,201905,2019-05-01,false,,396.5713549716641,1259.164974225471,7764.0,58003.0
Y56,201908,2019-08-01,false,,396.0,1108.0,10303.0,58357.0
Y58,202006,2020-06-01,false,,401.0,1102.0,4247.0,34511.0
Y62,202007,2020-07-01,false,,426.0,1254.0,7642.0,48575.0
Y62,202008,2020-08-01,false,,447.0,1657.0,8528.0,49476.0
Y60,202104,2021-04-01,false,,418.0703821916687,1134.687388401047,12219.0,81766.0
Y62,202109,2021-09-01,false,,552.0,3432.0,13355.0,50364.0
Y59,202110,2021-10-01,false,,550.1863414634146,2110.7548746941443,9225.0,65799.0
Y63,202111,2021-11-01,false,,563.9189537668079,2493.062330623306,10858.0,59778.0
Y58,202111,2021-11-01,false,,662.0,4420.0,8232.0,43100.0
Y59,202112,2021-12-01,true,2021-22,524.200570550801,2009.4102482545843,9114.0,62879.0
Y62,202201,2022-01-01,true,2021-22,511.0,2617.0,12509.0,46149.0
Y62,202203,2022-03-01,false,,544.0,3478.0,14688.0,47338.0
Y63,202206,2022-06-01,false,,535.2096247960849,2612.8024114386976,11034.0,57559.0
Y58,202207,2022-07-01,false,,708.0,4538.0,10213.0,36938.0
Y59,202208,2022-08-01,false,,561.1804802478699,1986.4315157560966,7746.0,56137.0
Y63,202212,2022-12-01,true,2022-23,640.1571065824598,5052.356082248792,15359.0,56706.0
Y58,202302,2023-02-01,true,2022-23,565.0,2399.0,8551.0,33475.0
Y62,202305,2023-05-01,false,,469.0,1322.0,8671.0,49955.0
Y63,202308,2023-08-01,false,,485.4301588679573,1798.5377550304986,11519.0,57052.0
Y56,202310,2023-10-01,false,,442.0,2272.0,12783.0,56057.0
Y58,202310,2023-10-01,false,,602.0,3298.0,10925.0,39052.0
Y61,202408,2024-08-01,false,,520.0,2018.0,7823.0,39757.0
Y58,202408,2024-08-01,false,,575.0,1948.0,8112.0,40285.0
Y59,202410,2024-10-01,false,,528.7508259618459,2034.8168007564836,9383.0,64509.0
Y63,202507,2025-07-01,false,,441.3393845089903,1431.4067848934928,11568.0,58306.0
Y60,202509,2025-09-01,false,,506.11623616236164,1912.110710607621,15718.0,79622.0
Y59,202602,2026-02-01,true,2025-26,495.91576874058626,1670.293809096556,8631.0,57956.0
Y58,202602,2026-02-01,true,2025-26,538.0,2051.0,7693.0,39253.0
Y62,202604,2026-04-01,false,,411.0,1395.0,10031.0,46628.0
Y60,201708,2017-08-01,false,,480.0,1405.0,4260.0,30513.0
Y62,201712,2017-12-01,true,2017-18,677.0,2689.0,10295.0,57992.0
Y56,201803,2018-03-01,false,,444.0,1401.0,8660.0,54677.0
Y62,201804,2018-04-01,false,,471.0,1419.0,9156.0,45525.0
Y58,201804,2018-04-01,false,,511.0,1403.0,5223.0,34368.0
Y61,201807,2018-07-01,false,,512.0,1555.0,7034.0,40202.0
Y59,201810,2018-10-01,false,,438.0179357573781,1067.856875990641,6133.0,52996.0
Y60,201810,2018-10-01,false,,434.9488022139583,1202.1872235164778,11563.0,76406.0
Y60,201812,2018-12-01,true,2018-19,437.7573187637609,1276.6763761947952,12263.0,85998.0
Y60,201901,2019-01-01,true,2018-19,433.3978961429287,1248.4220353494482,11978.0,85263.0
Y58,201901,2019-01-01,true,2018-19,404.0,1760.0,4256.0,42606.0
Y63,201904,2019-04-01,false,,404.7648537779542,1315.9982533666357,7557.0,57253.0
Y61,201905,2019-05-01,false,,462.0,1586.0,7006.0,42306.0
Y61,201906,2019-06-01,false,,478.0,1636.0,6961.0,40798.0
Y62,201907,2019-07-01,false,,444.0,1411.0,10093.0,50763.0
Y60,201908,2019-08-01,false,,425.1038080333855,1229.0367962094863,11502.0,79356.0
Y61,201910,2019-10-01,false,,489.0,1765.0,7792.0,43811.0
Y58,201911,2019-11-01,false,,430.0,1759.0,4771.0,42832.0
Y63,202002,2020-02-01,true,2019-20,414.89261744966444,1216.5466325971893,7748.0,54790.0
Y56,202003,2020-03-01,false,,591.0,3682.0,10534.0,66501.0
Y61,202004,2020-04-01,false,,476.0,1307.0,7201.0,35709.0
Y56,202006,2020-06-01,false,,346.0,573.0,6512.0,50637.0
Y62,202006,2020-06-01,false,,413.0,1069.0,6688.0,45477.0
Y63,202008,2020-08-01,false,,425.3533431595873,1213.4083794408853,7463.0,54944.0
Y61,202101,2021-01-01,true,2020-21,451.0,1776.0,6661.0,49275.0
Y61,202104,2021-04-01,false,,409.0,1201.0,5877.0,42988.0
Y62,202107,2021-07-01,false,,542.0,3376.0,14128.0,54991.0
Y61,202109,2021-09-01,false,,595.0,2914.0,7619.0,44640.0
Y58,202110,2021-10-01,false,,708.0,5065.0,9015.0,45254.0
Y61,202111,2021-11-01,false,,686.0,3108.0,8640.0,42087.0
Y60,202112,2021-12-01,true,2021-22,516.3236510008703,3089.619236617325,18384.0,89444.0
Y56,202201,2022-01-01,true,2021-22,397.0,2096.0,9498.0,56829.0
Y56,202203,2022-03-01,false,,433.0,3057.0,11070.0,57122.0
Y60,202205,2022-05-01,false,,516.5251504610458,2557.4471349397018,18111.0,84082.0
Y62,202207,2022-07-01,false,,519.0,3029.0,13104.0,48665.0
Y61,202208,2022-08-01,false,,617.0,3682.0,8321.0,35630.0
Y58,202208,2022-08-01,false,,687.0,3578.0,9327.0,35141.0
Y61,202209,2022-09-01,false,,649.0,4452.0,8562.0,35787.0
Y62,202302,2023-02-01,true,2022-23,490.0,1356.0,7440.0,41425.0
Y59,202303,2023-03-01,false,,554.6385348347977,1936.3020239220416,8081.0,61366.0
Y56,202303,2023-03-01,false,,486.0,2351.0,12185.0,53488.0
Y61,202305,2023-05-01,false,,530.0,2268.0,8069.0,38629.0
Y63,202306,2023-06-01,false,,504.11590850681057,1994.7083281574417,11673.0,56351.0
Y56,202307,2023-07-01,false,,432.0,1923.0,11903.0,53375.0
Y61,202307,2023-07-01,false,,528.0,2268.0,8122.0,38606.0
Y60,202310,2023-10-01,false,,527.9650883244486,2981.862842707482,19134.0,80754.0
Y58,202410,2024-10-01,false,,624.0,3457.0,9333.0,42442.0
Y60,202411,2024-11-01,false,,539.9028627090211,2845.759926733493,18479.0,79709.0
Y61,202503,2025-03-01,false,,499.0,1945.0,8299.0,42744.0
Y62,202506,2025-06-01,false,,435.0,1539.0,10143.0,47041.0
Y59,202507,2025-07-01,false,,522.4331248138219,1916.0553057628013,10071.0,60717.0
Y58,202507,2025-07-01,false,,544.0,1912.0,8708.0,41832.0
Y60,202508,2025-08-01,false,,495.2347740667976,1670.213952079178,15270.0,79214.0
Y56,202510,2025-10-01,false,,422.0,1833.0,14503.0,62387.0
Y56,202511,2025-11-01,false,,429.0,2128.0,14932.0,61241.0
Y63,202602,2026-02-01,true,2025-26,437.38856015779095,1450.4916792738275,9633.0,55524.0
Y62,201708,2017-08-01,false,,607.0,1460.0,5973.0,37433.0
Y56,201801,2018-01-01,true,2017-18,429.0,1223.0,8472.0,55562.0
Y60,201801,2018-01-01,true,2017-18,489.31396500495214,1431.8780114818621,12116.0,79778.0
Y59,201802,2018-02-01,true,2017-18,466.8820415879017,1027.5109390474477,5290.0,44428.0
Y62,201805,2018-05-01,false,,490.0,1486.0,9688.0,48657.0
Y63,201806,2018-06-01,false,,433.8853339560953,1204.4611650485438,8564.0,53148.0
Y59,201809,2018-09-01,false,,451.50580710318127,1077.1763475975229,5941.0,50219.0
Y60,201809,2018-09-01,false,,426.84502009825815,1278.2965943113772,11195.0,74816.0
Y59,201901,2019-01-01,true,2018-19,451.62227342549926,1147.1244102513522,6510.0,60831.0
Y63,201901,2019-01-01,true,2018-19,405.16558242297776,1334.976092094474,8147.0,62197.0
Y56,202002,2020-02-01,true,2019-20,407.0,1323.0,9158.0,58526.0
Y62,202002,2020-02-01,true,2019-20,435.0,1465.0,8879.0,47867.0
Y62,202003,2020-03-01,false,,470.0,2257.0,9855.0,51929.0
Y59,202008,2020-08-01,false,,436.94005920078934,1103.242811443856,8108.0,55331.0
Y60,202012,2020-12-01,true,2020-21,429.9654550916191,1220.487575872534,13316.0,84352.0
Y59,202101,2021-01-01,true,2020-21,457.3602499693665,1496.2221041767848,8161.0,65888.0
Y63,202108,2021-08-01,false,,506.7477477477477,2233.3682941923716,10101.0,61402.0
Y59,202109,2021-09-01,false,,526.3755313038483,1787.0171015798448,8705.0,62158.0
Y63,202109,2021-09-01,false,,540.8070739549839,2391.041516702996,9952.0,59181.0
Y61,202204,2022-04-01,false,,617.0,3830.0,8062.0,38847.0
Y56,202208,2022-08-01,false,,458.0,2534.0,10256.0,49649.0
Y62,202209,2022-09-01,false,,523.0,2294.0,8385.0,47288.0
Y60,202303,2023-03-01,false,,515.195275764784,2438.684641586936,18077.0,79852.0
Y62,202307,2023-07-01,false,,492.0,1522.0,8850.0,50013.0
Y59,202309,2023-09-01,false,,543.0547178432716,2027.344424995046,8754.0,60556.0
Y58,202311,2023-11-01,false,,588.0,2662.0,10075.0,37178.0
Y58,202312,2023-12-01,true,2023-24,604.0,3082.0,10665.0,38842.0
Y56,202402,2024-02-01,true,2023-24,441.0,2221.0,12469.0,52841.0
Y59,202408,2024-08-01,false,,513.8103866128101,1697.8619850542775,8665.0,57943.0
Y59,202411,2024-11-01,false,,537.2909478168264,1931.396592918981,9390.0,64454.0
Y60,202412,2024-12-01,true,2024-25,543.508660163249,3290.137798427795,20092.0,82432.0
Y56,202502,2025-02-01,true,2024-25,434.0,1877.0,12719.0,54067.0
Y60,202502,2025-02-01,true,2024-25,503.87682843472317,1891.0548080348578,14630.0,72982.0
Y62,202603,2026-03-01,false,,411.0,1473.0,10303.0,47507.0
Y63,202605,2026-05-01,false,,442.118237190971,1325.4836320991792,11164.0,59690.0
Y60,202605,2026-05-01,false,,496.935654676259,1676.4360622180966,17375.0,84027.0
Y58,201711,2017-11-01,false,,627.0,1743.0,1310.0,9408.0
Y63,201801,2018-01-01,true,2017-18,468.64564107158856,1545.093406985032,11161.0,56120.0
Y58,201802,2018-02-01,true,2017-18,558.0,1900.0,5037.0,34445.0
Y60,201803,2018-03-01,false,,515.4897941754206,1725.7397973652323,11709.0,77578.0
Y61,201803,2018-03-01,false,,527.0,1646.0,6767.0,40518.0
Y60,201804,2018-04-01,false,,467.76060138781804,1262.2868499934837,10376.0,69057.0
Y56,201805,2018-05-01,false,,412.0,1107.0,9890.0,57692.0
Y60,201805,2018-05-01,false,,452.60131856057137,1243.559318790662,10921.0,73164.0
Y59,201806,2018-06-01,false,,442.578125,991.0878671562083,5888.0,47936.0
Y62,201806,2018-06-01,false,,498.0,1395.0,9355.0,46984.0
Y63,201812,2018-12-01,true,2018-19,412.15693342946406,1373.8556834325666,8322.0,62647.0
Y61,201902,2019-02-01,true,2018-19,470.0,1562.0,6707.0,40400.0
Y60,201909,2019-09-01,false,,437.43431194249587,1211.6681569423051,11547.0,79851.0
Y58,201909,2019-09-01,false,,431.0,1803.0,4463.0,39718.0
Y63,201910,2019-10-01,false,,426.4327225414724,1523.0090811965813,9223.0,61776.0
Y60,201910,2019-10-01,false,,444.74823657080844,1339.0286404537655,12901.0,85683.0
Y60,202001,2020-01-01,true,2019-20,436.3737623762376,1154.2099543346667,12928.0,84747.0
Y58,202004,2020-04-01,false,,391.0,1034.0,3825.0,29960.0
Y60,202006,2020-06-01,false,,400.40772878619714,811.5119843281863,9911.0,69424.0
Y59,202009,2020-09-01,false,,429.4330115064145,1092.1494244378337,7561.0,54121.0
Y61,202105,2021-05-01,false,,451.0,1531.0,6759.0,48428.0
Y61,202106,2021-06-01,false,,487.0,1923.0,6996.0,48219.0
Y61,202112,2021-12-01,true,2021-22,693.0,3660.0,9522.0,43346.0
Y61,202202,2022-02-01,true,2021-22,643.0,3224.0,7921.0,37494.0
Y60,202203,2022-03-01,false,,542.392055631651,3629.508655187923,18982.0,86711.0
Y61,202203,2022-03-01,false,,686.0,4949.0,8571.0,40834.0
Y63,202205,2022-05-01,false,,493.1552447552448,2091.3084648987033,10725.0,58146.0
Y60,202211,2022-11-01,false,,524.6234279180958,3141.3814676954175,19242.0,81134.0
Y59,202305,2023-05-01,false,,504.9221179955567,1591.22784620506,8102.0,60080.0
Y62,202309,2023-09-01,false,,494.0,1747.0,9005.0,49488.0
Y56,202401,2024-01-01,true,2023-24,445.0,2210.0,13454.0,57357.0
Y62,202403,2024-03-01,false,,476.0,1462.0,9483.0,51604.0
Y58,202403,2024-03-01,false,,593.0,2754.0,9752.0,40135.0
Y63,202404,2024-04-01,false,,449.08564231738035,1581.4818036203303,12704.0,58061.0
Y62,202404,2024-04-01,false,,460.0,1308.0,8832.0,48712.0
Y61,202404,2024-04-01,false,,537.0,2443.0,8030.0,39562.0
Y58,202404,2024-04-01,false,,569.0,2205.0,8614.0,38477.0
Y62,202405,2024-05-01,false,,467.0,1555.0,9953.0,50808.0
Y63,202406,2024-06-01,false,,461.6962286387743,1765.8046692074995,13576.0,58511.0
Y58,202409,2024-09-01,false,,578.0,2569.0,8375.0,40776.0
Y56,202410,2024-10-01,false,,450.0,2492.0,14364.0,57380.0
Y60,202505,2025-05-01,false,,494.39114043355323,1567.2122253940672,15915.0,80570.0
Y59,202509,2025-09-01,false,,510.6574177668382,1812.5549305475836,8938.0,60977.0
Y58,202601,2026-01-01,true,2025-26,559.0,2360.0,9289.0,45957.0
Y63,201708,2017-08-01,false,,,,,
Y63,201710,2017-10-01,false,,431.0,1178.0,8629.0,32293.0
Y58,201710,2017-10-01,false,,,,,
Y60,201808,2018-08-01,false,,428.2694840834248,1242.7912906697575,10932.0,72474.0
Y61,201809,2018-09-01,false,,478.0,1542.0,6255.0,37759.0
Y59,201811,2018-11-01,false,,440.6168032786885,1101.2044788538765,6344.0,55282.0
Y56,201811,2018-11-01,false,,377.0,1127.0,11231.0,57048.0
Y62,201903,2019-03-01,false,,448.0,1347.0,9321.0,51474.0
Y59,201904,2019-04-01,false,,434.7923588039867,1125.947195130633,6020.0,56188.0
Y62,201906,2019-06-01,false,,441.0,1328.0,9072.0,50114.0
Y63,201908,2019-08-01,false,,405.2785714285714,1268.3402110240054,8120.0,57529.0
Y62,201911,2019-11-01,false,,447.0,1843.0,10789.0,53786.0
Y58,202005,2020-05-01,false,,406.0,1043.0,3946.0,32981.0
Y61,202011,2020-11-01,false,,401.0,1194.0,5586.0,40581.0
Y58,202011,2020-11-01,false,,482.0,1431.0,7534.0,36841.0
Y60,202102,2021-02-01,true,2020-21,410.346292031322,1045.200231310265,10855.0,74359.0
Y63,202104,2021-04-01,false,,433.0649252794173,1325.565119760479,7963.0,56112.0
Y59,202204,2022-04-01,false,,535.9020612117426,1972.9051742307151,8005.0,56936.0
Y58,202205,2022-05-01,false,,644.0,3375.0,9151.0,36505.0
Y63,202210,2022-10-01,false,,593.3459602211768,3224.7593144432003,12117.0,58055.0
Y60,202210,2022-10-01,false,,549.0935520869696,4248.769640462982,20053.0,81299.0
Y59,202212,2022-12-01,true,2022-23,658.8142573429498,2976.634957875653,9567.0,65639.0
Y58,202301,2023-01-01,true,2022-23,585.0,2287.0,9525.0,34323.0
Y62,202306,2023-06-01,false,,502.0,1590.0,8686.0,48614.0
Y60,202311,2023-11-01,false,,505.4309685016191,2415.582372374244,16985.0,80215.0
Y61,202402,2024-02-01,true,2023-24,563.0,2703.0,8187.0,39515.0
Y59,202406,2024-06-01,false,,522.1445119208277,1799.0168402953373,8892.0,59322.0
Y61,202406,2024-06-01,false,,559.0,2711.0,8400.0,40457.0
Y62,202407,2024-07-01,false,,464.0,1664.0,9741.0,49934.0
Y58,202407,2024-07-01,false,,565.0,2349.0,8816.0,41612.0
Y58,202411,2024-11-01,false,,615.0,3543.0,9176.0,42030.0
Y61,202502,2025-02-01,true,2024-25,525.0,2215.0,7520.0,38514.0
Y62,202503,2025-03-01,false,,436.0,1531.0,10011.0,47798.0
Y58,202503,2025-03-01,false,,540.0,2222.0,8590.0,41798.0
Y56,202505,2025-05-01,false,,414.0,1836.0,13704.0,57904.0
Y59,202506,2025-06-01,false,,504.9773552659688,1795.0607566444464,9362.0,57755.0
Y60,202506,2025-06-01,false,,498.11868844283754,1702.8121528577644,16042.0,78138.0
Y58,202506,2025-06-01,false,,543.0,2132.0,8142.0,39618.0
Y59,202511,2025-11-01,false,,496.3078733418913,1734.8071621101271,9348.0,64925.0
Y56,202602,2026-02-01,true,2025-26,409.0,1610.0,12895.0,55529.0
Y62,202602,2026-02-01,true,2025-26,414.0,1629.0,9463.0,43909.0
Y60,202602,2026-02-01,true,2025-26,500.41009021049115,1723.8350061541194,14965.0,78809.0
Y61,201801,2018-01-01,true,2017-18,515.0,1751.0,6664.0,40031.0
Y61,201802,2018-02-01,true,2017-18,522.0,1613.0,5924.0,35732.0
Y59,201803,2018-03-01,false,,474.1147000659196,1190.0,6068.0,51530.0
Y58,201803,2018-03-01,false,,584.0,2107.0,5647.0,39096.0
Y61,201805,2018-05-01,false,,510.0,1500.0,6654.0,37670.0
Y58,201805,2018-05-01,false,,504.0,1483.0,5648.0,37116.0
Y56,201806,2018-06-01,false,,430.0,1187.0,9671.0,55483.0
Y56,201808,2018-08-01,false,,363.0,1009.0,9819.0,55207.0
Y63,201808,2018-08-01,false,,406.73897464167584,1157.704923893206,7256.0,53149.0
Y58,201808,2018-08-01,false,,422.0,1608.0,4555.0,38294.0
Y58,201903,2019-03-01,false,,407.0,1783.0,4415.0,41075.0
Y60,201904,2019-04-01,false,,421.09051955008033,1105.411358287146,11202.0,79026.0
Y63,201906,2019-06-01,false,,396.3580939947781,1309.6359496192983,7660.0,56212.0
Y60,201906,2019-06-01,false,,432.5009340805978,1191.783906778792,11241.0,78008.0
Y60,201907,2019-07-01,false,,438.3798690396239,1318.2234743962297,11912.0,81902.0
Y58,201907,2019-07-01,false,,430.0,1764.0,4485.0,41039.0
Y59,201908,2019-08-01,false,,433.8852903637524,1045.6818382755998,6268.0,56553.0
Y56,201910,2019-10-01,false,,411.0,1134.0,9487.0,61297.0
Y62,202004,2020-04-01,false,,445.0,1485.0,7476.0,42643.0
Y61,202006,2020-06-01,false,,394.0,1017.0,5449.0,36075.0
Y60,202007,2020-07-01,false,,411.453781512605,870.4573295446746,11424.0,72849.0
Y62,202012,2020-12-01,true,2020-21,456.0,1589.0,8469.0,51281.0
Y63,202101,2021-01-01,true,2020-21,455.1465416178195,1716.3166922421142,7677.0,58650.0
Y62,202101,2021-01-01,true,2020-21,492.0,2135.0,9202.0,53780.0
Y58,202105,2021-05-01,false,,483.0,1940.0,9078.0,45491.0
Y61,202107,2021-07-01,false,,524.0,2288.0,7673.0,48898.0
Y60,202109,2021-09-01,false,,512.315877501586,2429.324324324324,17339.0,87505.0
Y62,202111,2021-11-01,false,,530.0,2936.0,13577.0,50499.0
Y59,202202,2022-02-01,true,2021-22,526.4047901039611,1888.9325903023346,7599.0,54013.0
Y62,202206,2022-06-01,false,,492.0,2386.0,12199.0,48225.0
Y63,202207,2022-07-01,false,,582.073798239675,2766.1317829457366,11816.0,59598.0
Y63,202208,2022-08-01,false,,546.9491398653703,2063.819111525764,10696.0,55736.0
Y59,202210,2022-10-01,false,,576.6400185916802,2240.8651086642485,8606.0,62302.0
Y62,202303,2023-03-01,false,,507.0,1857.0,8428.0,48839.0
Y62,202304,2023-04-01,false,,470.0,1236.0,8261.0,47019.0
Y61,202304,2023-04-01,false,,517.0,2098.0,7557.0,36731.0
Y58,202304,2023-04-01,false,,543.0,2006.0,9294.0,36975.0
Y61,202306,2023-06-01,false,,543.0,2462.0,8091.0,38033.0
Y63,202310,2023-10-01,false,,502.8778485383258,2160.7174115837192,13033.0,61103.0
Y62,202310,2023-10-01,false,,500.0,1932.0,9611.0,51858.0
Y61,202310,2023-10-01,false,,561.0,3155.0,8498.0,40111.0
Y63,202311,2023-11-01,false,,495.5024069687476,2183.8087031738637,13087.0,60116.0
Y61,202401,2024-01-01,true,2023-24,544.0,3109.0,8672.0,42860.0
Y60,202407,2024-07-01,false,,501.03933971926017,1760.3340809174897,16599.0,78475.0
Y62,202501,2025-01-01,true,2024-25,481.0,2143.0,10052.0,49134.0
Y63,202505,2025-05-01,false,,435.54168698196,1401.5234834999314,12306.0,58424.0
Y62,202507,2025-07-01,false,,428.0,1562.0,10407.0,47890.0
Y58,202509,2025-09-01,false,,559.0,2220.0,8224.0,40664.0
Y60,202510,2025-10-01,false,,513.2931822026729,2340.7586063132817,17733.0,83950.0
Y61,202512,2025-12-01,true,2025-26,519.0,2203.0,9009.0,47280.0
Y61,201709,2017-09-01,false,,,,,
Y59,201801,2018-01-01,true,2017-18,450.2271801832372,979.539732742943,5894.0,50588.0
Y58,201801,2018-01-01,true,2017-18,550.0,1790.0,5411.0,38391.0
Y59,201807,2018-07-01,false,,471.45728155339805,1100.5651956926501,6180.0,52097.0
Y61,201810,2018-10-01,false,,484.0,1501.0,6386.0,40018.0
Y59,201907,2019-07-01,false,,442.53323507737656,1109.9198722900253,6785.0,58257.0
Y63,201907,2019-07-01,false,,407.26285089318264,1353.9445523012553,8229.0,59750.0
Y61,201907,2019-07-01,false,,499.0,1834.0,7723.0,43339.0
Y61,201909,2019-09-01,false,,474.0,1640.0,6905.0,41206.0
Y62,201910,2019-10-01,false,,451.0,1577.0,10615.0,52552.0
Y59,201911,2019-11-01,false,,451.5950648980174,1206.4025531914895,7011.0,62275.0
Y60,201912,2019-12-01,true,2019-20,459.50735913894835,1620.8491682846197,15423.0,95285.0
Y56,202001,2020-01-01,true,2019-20,391.0,1094.0,9473.0,63265.0
Y58,202003,2020-03-01,false,,430.0,1673.0,5163.0,41014.0
Y56,202005,2020-05-01,false,,352.0,534.0,6494.0,47921.0
Y60,202005,2020-05-01,false,,399.0692016763774,739.0973648749813,9783.0,66790.0
Y61,202009,2020-09-01,false,,426.0,1375.0,6273.0,41170.0
Y62,202010,2020-10-01,false,,483.0,2740.0,9363.0,52072.0
Y59,202011,2020-11-01,false,,416.3567077297956,983.5617353448923,7387.0,53292.0
Y56,202011,2020-11-01,false,,321.0,856.0,6531.0,56815.0
Y59,202012,2020-12-01,true,2020-21,455.5625227410552,1425.6062518785693,8245.0,63213.0
Y58,202012,2020-12-01,true,2020-21,496.0,1622.0,8391.0,39490.0
Y62,202102,2021-02-01,true,2020-21,432.0,1264.0,7437.0,44555.0
Y59,202103,2021-03-01,false,,410.49929387597894,997.6674986236006,7789.0,54490.0
Y60,202103,2021-03-01,false,,411.7698259187621,1067.0094570236301,12408.0,80998.0
Y60,202107,2021-07-01,false,,503.2397533155051,2402.483945364744,18323.0,94957.0
Y60,202108,2021-08-01,false,,482.3061388837267,1925.097227600975,16143.0,87794.0
Y58,202109,2021-09-01,false,,664.0,3972.0,9119.0,42703.0
Y56,202111,2021-11-01,false,,426.0,2621.0,10092.0,60130.0
Y62,202205,2022-05-01,false,,480.0,2039.0,12568.0,48951.0
Y56,202207,2022-07-01,false,,483.0,3670.0,12052.0,53683.0
Y56,202211,2022-11-01,false,,,,,
Y61,202302,2023-02-01,true,2022-23,551.0,2706.0,7307.0,33740.0
Y63,202304,2023-04-01,false,,468.8121587186021,1611.6145420647867,10988.0,55783.0
Y58,202308,2023-08-01,false,,541.0,1996.0,9561.0,39977.0
Y59,202311,2023-11-01,false,,518.8122358175751,1968.3423011684886,8990.0,63672.0
Y61,202405,2024-05-01,false,,544.0,2432.0,8652.0,42011.0
Y63,202409,2024-09-01,false,,471.4106807070327,1988.491784822151,13295.0,56846.0
Y60,202409,2024-09-01,false,,519.5875452926365,2004.678778553675,16283.0,76041.0
Y61,202411,2024-11-01,false,,579.0,3093.0,8380.0,42259.0
Y56,202412,2024-12-01,true,2024-25,469.0,2986.0,16265.0,60619.0
Y60,202501,2025-01-01,true,2024-25,519.2092160383004,2243.3487460815045,16710.0,80388.0
Y61,202501,2025-01-01,true,2024-25,533.0,2483.0,8581.0,42792.0
Y59,202502,2025-02-01,true,2024-25,501.73677796734097,1647.686451099537,8206.0,55296.0
Y63,202502,2025-02-01,true,2024-25,460.9705444315737,1627.928519505694,12086.0,53651.0
Y62,202505,2025-05-01,false,,428.0,1414.0,10042.0,47902.0
Y59,202508,2025-08-01,false,,495.4826970305872,1649.1453426656935,8958.0,60292.0
Y58,202510,2025-10-01,false,,539.0,2067.0,8649.0,43170.0
Y59,202512,2025-12-01,true,2025-26,505.87456479690525,1796.173910529739,10340.0,69185.0
Y56,201708,2017-08-01,false,,,,,
Y58,201708,2017-08-01,false,,,,,
Y58,201709,2017-09-01,false,,,,,
Y59,201710,2017-10-01,false,,,,,
Y59,201711,2017-11-01,false,,437.0,880.0,3350.0,18763.0
Y60,201712,2017-12-01,true,2017-18,503.8861311553406,1555.160902032173,12611.0,80751.0
Y60,201802,2018-02-01,true,2017-18,503.4805194805195,1587.3636836262979,11165.0,71169.0
Y61,201804,2018-04-01,false,,482.0,1365.0,6121.0,35898.0
Y62,201807,2018-07-01,false,,481.0,1540.0,9840.0,48267.0
Y56,201901,2019-01-01,true,2018-19,381.0,1296.0,12441.0,60485.0
Y61,201901,2019-01-01,true,2018-19,458.0,1498.0,7205.0,44969.0
Y60,201903,2019-03-01,false,,428.66000674422526,1115.7278248939886,11862.0,80180.0
Y59,201905,2019-05-01,false,,434.4389312977099,1157.8364343677938,6288.0,56809.0
Y60,201905,2019-05-01,false,,425.0596374463613,1093.5559737906037,11419.0,78903.0
Y60,201911,2019-11-01,false,,456.89919791892476,1454.3684726145996,13839.0,87784.0
Y59,202001,2020-01-01,true,2019-20,442.7550541280814,1024.5546841031473,7667.0,59798.0
Y60,202004,2020-04-01,false,,411.1629850746269,820.9343086249573,10050.0,67467.0
Y56,202101,2021-01-01,true,2020-21,382.0,2486.0,8421.0,68626.0
Y60,202101,2021-01-01,true,2020-21,435.1735537190083,1295.6913464092802,13068.0,90344.0
Y63,202110,2021-10-01,false,,606.5453887229613,2721.440292366523,11049.0,61977.0
Y63,202201,2022-01-01,true,2021-22,500.35751925415485,1936.6233306659553,9868.0,56235.0
Y61,202201,2022-01-01,true,2021-22,596.0,2769.0,8232.0,41566.0
Y58,202204,2022-04-01,false,,705.0,4857.0,8668.0,35573.0
Y59,202207,2022-07-01,false,,595.464765878535,2481.3586889899675,8628.0,61998.0
Y60,202208,2022-08-01,false,,523.4537844436693,2597.048008224107,17202.0,77820.0
Y63,202211,2022-11-01,false,,571.0091035840236,2942.918237780389,12193.0,57019.0
Y62,202308,2023-08-01,false,,484.0,1639.0,8792.0,49691.0
Y56,202312,2023-12-01,true,2023-24,480.0,3126.0,14887.0,58151.0
Y61,202312,2023-12-01,true,2023-24,556.0,3057.0,9044.0,43189.0
Y62,202402,2024-02-01,true,2023-24,484.0,1740.0,9238.0,48690.0
Y60,202408,2024-08-01,false,,497.2619125862636,1475.0071639162743,15215.0,74959.0
Y61,202409,2024-09-01,false,,562.0,2501.0,7884.0,39384.0
Y63,202410,2024-10-01,false,,478.7218677697539,2148.835374500451,14263.0,62056.0
Y62,202410,2024-10-01,false,,474.0,2110.0,9912.0,50073.0
Y63,202411,2024-11-01,false,,470.94213836477985,2041.9579962155813,14310.0,61304.0
Y59,202501,2025-01-01,true,2024-25,505.77449249779346,1579.4952337094176,9064.0,65145.0
Y62,202502,2025-02-01,true,2024-25,451.0,1720.0,8945.0,43626.0
Y59,202503,2025-03-01,false,,489.9604513584575,1504.0662410614573,9128.0,59993.0
Y56,202503,2025-03-01,false,,418.0,1739.0,13684.0,58327.0
Y63,202506,2025-06-01,false,,442.2630373950649,1485.1971657424522,11793.0,58428.0
Y60,202507,2025-07-01,false,,494.20104341345257,1536.3009022519423,16101.0,81352.0
Y62,202508,2025-08-01,false,,419.0,1384.0,9933.0,47310.0
