winter_label,count,mean,std,min,25%,50%,75%,max
2021-22,120.0,-0.06852424977114868,0.05197584112762749,-0.20871272309213595,-0.10427122485428877,-0.06635092149621097,-0.030569733879645594,0.08214242211190581
2022-23,120.0,-0.03317880513246458,0.04686237145872078,-0.17857610531031387,-0.05815060968439609,-0.03155805171194498,0.0,0.12433331124631186
2023-24,120.0,-0.04852821020187155,0.04420613287151984,-0.1848865543830467,-0.07839626120593568,-0.04592344009496191,-0.019154235695199223,0.07177009247850585
2024-25,120.0,-0.04847630089098309,0.05161168092118306,-0.20580092163708796,-0.07929109916303256,-0.04454493294303652,-0.021438907438082105,0.21250123310753255
2025-26,120.0,-0.03601620478732047,0.04495856179176479,-0.14875541044350404,-0.06122475928377516,-0.03241603264100257,-0.011663079334980009,0.10749067088300901
